date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,92.0,20.0,
2021-12-20,92.0,20.0,
2021-12-19,86.0,19.0,9.0
2021-12-18,86.0,21.0,15.0
2021-12-17,84.0,22.0,6.0
2021-12-16,87.0,18.0,12.0
2021-12-15,90.0,18.0,10.0
2021-12-14,94.0,16.0,13.0
2021-12-13,97.0,19.0,12.0
2021-12-12,95.0,19.0,14.0
2021-12-11,92.0,19.0,12.0
2021-12-10,83.0,20.0,13.0
2021-12-09,84.0,16.0,15.0
2021-12-08,78.0,15.0,9.0
2021-12-07,79.0,14.0,14.0
2021-12-06,83.0,14.0,19.0
2021-12-05,78.0,13.0,11.0
2021-12-04,72.0,13.0,12.0
2021-12-03,70.0,10.0,9.0
2021-12-02,73.0,11.0,18.0
2021-12-01,68.0,10.0,12.0
2021-11-30,69.0,9.0,17.0
2021-11-29,70.0,10.0,6.0
2021-11-28,70.0,10.0,7.0
2021-11-27,67.0,10.0,9.0
2021-11-26,68.0,10.0,8.0
2021-11-25,68.0,9.0,4.0
2021-11-24,70.0,10.0,15.0
2021-11-23,78.0,10.0,10.0
2021-11-22,75.0,10.0,9.0
2021-11-21,69.0,9.0,11.0
2021-11-20,67.0,11.0,9.0
2021-11-19,73.0,11.0,10.0
2021-11-18,73.0,8.0,8.0
2021-11-17,82.0,9.0,6.0
2021-11-16,86.0,9.0,9.0
2021-11-15,91.0,9.0,8.0
2021-11-14,87.0,8.0,14.0
2021-11-13,81.0,10.0,11.0
2021-11-12,79.0,10.0,16.0
2021-11-11,76.0,14.0,18.0
2021-11-10,79.0,16.0,9.0
2021-11-09,94.0,15.0,12.0
2021-11-08,102.0,15.0,10.0
2021-11-07,91.0,17.0,12.0
2021-11-06,86.0,18.0,14.0
2021-11-05,77.0,18.0,8.0
2021-11-04,75.0,18.0,18.0
2021-11-03,70.0,15.0,12.0
2021-11-02,66.0,14.0,11.0
2021-11-01,69.0,11.0,16.0
2021-10-31,66.0,11.0,10.0
2021-10-30,67.0,11.0,6.0
2021-10-29,69.0,12.0,9.0
2021-10-28,66.0,12.0,9.0
2021-10-27,60.0,14.0,12.0
2021-10-26,58.0,15.0,4.0
2021-10-25,60.0,14.0,13.0
2021-10-24,55.0,11.0,9.0
2021-10-23,55.0,11.0,10.0
2021-10-22,51.0,12.0,4.0
2021-10-21,55.0,10.0,8.0
2021-10-20,52.0,11.0,8.0
2021-10-19,47.0,10.0,12.0
2021-10-18,45.0,9.0,8.0
2021-10-17,47.0,9.0,7.0
2021-10-16,39.0,8.0,3.0
2021-10-15,38.0,8.0,8.0
2021-10-14,38.0,7.0,7.0
2021-10-13,36.0,7.0,9.0
2021-10-12,35.0,7.0,9.0
2021-10-11,40.0,6.0,7.0
2021-10-10,41.0,7.0,3.0
2021-10-09,39.0,6.0,5.0
2021-10-08,36.0,8.0,9.0
2021-10-07,36.0,8.0,9.0
2021-10-06,34.0,8.0,10.0
2021-10-05,32.0,8.0,9.0
2021-10-04,34.0,8.0,3.0
2021-10-03,38.0,8.0,4.0
