date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2022-01-18,58.0,1.0,
2022-01-17,63.0,2.0,
2022-01-16,62.0,3.0,8.0
2022-01-15,62.0,3.0,8.0
2022-01-14,62.0,3.0,8.0
2022-01-13,67.0,3.0,14.0
2022-01-12,75.0,4.0,9.0
2022-01-11,69.0,3.0,19.0
2022-01-10,67.0,3.0,18.0
2022-01-09,57.0,3.0,14.0
2022-01-08,53.0,4.0,18.0
2022-01-07,54.0,7.0,8.0
2022-01-06,53.0,7.0,16.0
2022-01-05,55.0,7.0,10.0
2022-01-04,57.0,7.0,6.0
2022-01-03,54.0,8.0,13.0
2022-01-02,53.0,7.0,12.0
2022-01-01,56.0,8.0,6.0
2021-12-31,56.0,9.0,8.0
2021-12-30,51.0,6.0,13.0
2021-12-29,46.0,6.0,16.0
2021-12-28,44.0,6.0,13.0
2021-12-27,44.0,5.0,13.0
2021-12-26,46.0,3.0,5.0
2021-12-25,44.0,4.0,6.0
2021-12-24,48.0,4.0,5.0
2021-12-23,53.0,4.0,8.0
2021-12-22,52.0,3.0,7.0
2021-12-21,55.0,3.0,11.0
2021-12-20,61.0,3.0,7.0
2021-12-19,57.0,2.0,6.0
2021-12-18,52.0,2.0,7.0
2021-12-17,59.0,2.0,10.0
2021-12-16,61.0,2.0,6.0
2021-12-15,62.0,2.0,13.0
2021-12-14,59.0,4.0,9.0
2021-12-13,61.0,4.0,9.0
2021-12-12,60.0,4.0,7.0
2021-12-11,66.0,6.0,8.0
2021-12-10,64.0,5.0,5.0
2021-12-09,59.0,5.0,15.0
2021-12-08,59.0,4.0,11.0
2021-12-07,54.0,2.0,8.0
2021-12-06,54.0,4.0,9.0
2021-12-05,53.0,5.0,9.0
2021-12-04,67.0,7.0,4.0
2021-12-03,74.0,7.0,1.0
2021-12-02,72.0,6.0,8.0
2021-12-01,69.0,5.0,15.0
2021-11-30,74.0,5.0,8.0
2021-11-29,75.0,5.0,6.0
2021-11-28,76.0,5.0,8.0
2021-11-27,76.0,8.0,7.0
2021-11-26,76.0,6.0,9.0
2021-11-25,78.0,7.0,12.0
2021-11-24,76.0,6.0,9.0
2021-11-23,75.0,4.0,9.0
2021-11-22,74.0,5.0,5.0
2021-11-21,71.0,5.0,13.0
2021-11-20,62.0,5.0,7.0
2021-11-19,69.0,5.0,17.0
2021-11-18,66.0,5.0,7.0
2021-11-17,68.0,4.0,21.0
2021-11-16,64.0,5.0,7.0
2021-11-15,65.0,5.0,11.0
2021-11-14,64.0,5.0,8.0
2021-11-13,59.0,7.0,6.0
2021-11-12,63.0,7.0,10.0
2021-11-11,60.0,5.0,9.0
2021-11-10,55.0,3.0,11.0
2021-11-09,56.0,2.0,10.0
2021-11-08,54.0,5.0,15.0
2021-11-07,52.0,5.0,8.0
2021-11-06,61.0,6.0,7.0
2021-11-05,61.0,6.0,5.0
2021-11-04,62.0,7.0,7.0
2021-11-03,59.0,8.0,9.0
2021-11-02,52.0,6.0,11.0
2021-11-01,46.0,4.0,15.0
2021-10-31,42.0,5.0,10.0
2021-10-30,35.0,3.0,8.0
2021-10-29,33.0,3.0,9.0
2021-10-28,39.0,3.0,4.0
2021-10-27,36.0,3.0,10.0
2021-10-26,27.0,2.0,9.0
2021-10-25,27.0,3.0,13.0
2021-10-24,25.0,4.0,8.0
2021-10-23,29.0,2.0,5.0
2021-10-22,30.0,3.0,2.0
2021-10-21,31.0,3.0,4.0
2021-10-20,32.0,3.0,5.0
2021-10-19,31.0,3.0,4.0
2021-10-18,31.0,3.0,9.0
2021-10-17,28.0,3.0,4.0
2021-10-16,23.0,2.0,4.0
2021-10-15,25.0,3.0,7.0
2021-10-14,19.0,2.0,4.0
2021-10-13,17.0,2.0,7.0
2021-10-12,16.0,2.0,6.0
2021-10-11,13.0,2.0,4.0
2021-10-10,20.0,2.0,3.0
2021-10-09,20.0,3.0,1.0
2021-10-08,18.0,3.0,3.0
2021-10-07,20.0,3.0,3.0
2021-10-06,21.0,2.0,0.0
2021-10-05,21.0,1.0,6.0
2021-10-04,18.0,1.0,5.0
2021-10-03,18.0,0.0,3.0
2021-10-02,15.0,0.0,1.0
2021-10-01,21.0,0.0,4.0
2021-09-30,19.0,0.0,1.0
2021-09-29,19.0,0.0,4.0
2021-09-28,16.0,0.0,3.0
2021-09-27,,,13.0
2021-09-26,,,0.0
2021-09-25,,,0.0
2021-09-24,16.0,4.0,0.0
2021-09-23,20.0,4.0,1.0
2021-09-22,17.0,4.0,4.0
2021-09-21,20.0,4.0,6.0
2021-09-20,19.0,4.0,3.0
2021-09-19,17.0,3.0,0.0
2021-09-18,17.0,4.0,4.0
2021-09-17,19.0,3.0,3.0
2021-09-16,20.0,4.0,7.0
2021-09-15,20.0,6.0,5.0
2021-09-14,22.0,4.0,2.0
2021-09-13,24.0,4.0,5.0
2021-09-12,25.0,4.0,1.0
2021-09-11,24.0,5.0,2.0
2021-09-10,26.0,5.0,4.0
2021-09-09,27.0,5.0,5.0
2021-09-08,25.0,5.0,3.0
2021-09-07,21.0,6.0,6.0
2021-09-06,24.0,6.0,7.0
2021-09-05,30.0,6.0,3.0
2021-09-04,32.0,4.0,0.0
2021-09-03,34.0,4.0,5.0
2021-09-02,32.0,5.0,4.0
2021-09-01,35.0,5.0,6.0
2021-08-31,36.0,5.0,4.0
2021-08-30,35.0,5.0,7.0
2021-08-29,32.0,3.0,5.0
2021-08-28,26.0,3.0,5.0
2021-08-27,26.0,4.0,7.0
2021-08-26,35.0,8.0,6.0
2021-08-25,34.0,9.0,3.0
2021-08-24,38.0,10.0,4.0
2021-08-23,42.0,8.0,7.0
2021-08-22,45.0,8.0,5.0
2021-08-21,47.0,8.0,3.0
2021-08-20,44.0,7.0,7.0
2021-08-19,43.0,7.0,6.0
2021-08-18,36.0,5.0,8.0
2021-08-17,37.0,5.0,8.0
2021-08-16,34.0,4.0,4.0
2021-08-15,41.0,5.0,8.0
2021-08-14,40.0,5.0,3.0
2021-08-13,35.0,5.0,5.0
2021-08-12,32.0,6.0,8.0
2021-08-11,35.0,6.0,10.0
2021-08-10,31.0,5.0,3.0
2021-08-09,40.0,5.0,4.0
2021-08-08,41.0,5.0,7.0
2021-08-07,37.0,4.0,4.0
2021-08-06,34.0,4.0,9.0
2021-08-05,37.0,4.0,9.0
2021-08-04,35.0,4.0,6.0
2021-08-03,35.0,3.0,5.0
2021-08-02,36.0,3.0,8.0
2021-08-01,32.0,3.0,7.0
2021-07-31,35.0,5.0,4.0
2021-07-30,37.0,6.0,6.0
2021-07-29,35.0,5.0,4.0
2021-07-28,33.0,6.0,6.0
2021-07-27,32.0,6.0,11.0
2021-07-26,34.0,6.0,5.0
2021-07-25,29.0,6.0,5.0
2021-07-24,29.0,7.0,7.0
2021-07-23,28.0,6.0,7.0
2021-07-22,32.0,7.0,6.0
2021-07-21,30.0,4.0,7.0
2021-07-20,23.0,4.0,7.0
2021-07-19,20.0,3.0,5.0
2021-07-18,20.0,3.0,5.0
2021-07-17,20.0,3.0,2.0
2021-07-16,20.0,3.0,8.0
2021-07-15,14.0,3.0,8.0
2021-07-14,15.0,3.0,8.0
2021-07-13,13.0,3.0,2.0
2021-07-12,9.0,3.0,5.0
2021-07-11,12.0,2.0,3.0
2021-07-10,15.0,2.0,0.0
2021-07-09,13.0,1.0,1.0
2021-07-08,12.0,1.0,5.0
2021-07-07,9.0,0.0,3.0
2021-07-06,9.0,0.0,3.0
2021-07-05,8.0,0.0,2.0
2021-07-04,8.0,0.0,1.0
2021-07-03,9.0,0.0,1.0
2021-07-02,8.0,0.0,0.0
2021-07-01,7.0,0.0,0.0
2021-06-30,7.0,0.0,3.0
2021-06-29,6.0,0.0,1.0
2021-06-28,6.0,0.0,1.0
2021-06-27,6.0,0.0,0.0
2021-06-26,4.0,1.0,0.0
2021-06-25,5.0,1.0,2.0
2021-06-24,2.0,0.0,2.0
2021-06-23,2.0,0.0,3.0
2021-06-22,4.0,0.0,1.0
2021-06-21,3.0,0.0,0.0
2021-06-20,2.0,0.0,1.0
2021-06-19,1.0,0.0,1.0
2021-06-18,2.0,0.0,1.0
2021-06-17,1.0,0.0,1.0
2021-06-16,1.0,0.0,1.0
2021-06-15,1.0,0.0,0.0
2021-06-14,2.0,1.0,0.0
2021-06-13,2.0,1.0,0.0
2021-06-12,2.0,1.0,0.0
2021-06-11,1.0,1.0,0.0
2021-06-10,0.0,0.0,2.0
2021-06-09,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0
2021-06-07,1.0,0.0,0.0
2021-06-06,1.0,0.0,0.0
2021-06-05,1.0,0.0,0.0
2021-06-04,1.0,0.0,0.0
2021-06-03,4.0,0.0,0.0
2021-06-02,4.0,0.0,0.0
2021-06-01,3.0,0.0,0.0
2021-05-31,3.0,0.0,1.0
2021-05-30,3.0,0.0,0.0
2021-05-29,3.0,0.0,0.0
2021-05-28,2.0,0.0,0.0
2021-05-27,3.0,0.0,1.0
2021-05-26,3.0,0.0,0.0
2021-05-25,3.0,0.0,0.0
2021-05-24,1.0,0.0,0.0
2021-05-23,1.0,0.0,2.0
2021-05-22,1.0,0.0,0.0
2021-05-21,1.0,0.0,0.0
2021-05-20,1.0,0.0,0.0
2021-05-19,0.0,0.0,1.0
2021-05-18,0.0,0.0,1.0
2021-05-17,0.0,0.0,0.0
2021-05-16,0.0,0.0,0.0
2021-05-15,0.0,0.0,0.0
2021-05-14,1.0,0.0,0.0
2021-05-13,0.0,0.0,0.0
2021-05-12,2.0,0.0,2.0
2021-05-11,1.0,0.0,1.0
2021-05-10,3.0,0.0,1.0
2021-05-09,4.0,0.0,1.0
2021-05-08,3.0,0.0,0.0
2021-05-07,2.0,0.0,2.0
2021-05-06,2.0,0.0,0.0
2021-05-05,3.0,0.0,1.0
2021-05-04,3.0,0.0,0.0
2021-05-03,4.0,0.0,0.0
2021-05-02,3.0,0.0,0.0
2021-05-01,1.0,0.0,2.0
2021-04-30,2.0,0.0,1.0
2021-04-29,3.0,0.0,0.0
2021-04-28,3.0,0.0,0.0
2021-04-27,4.0,0.0,1.0
2021-04-26,5.0,0.0,0.0
2021-04-25,5.0,0.0,0.0
2021-04-24,6.0,0.0,0.0
2021-04-23,6.0,0.0,0.0
2021-04-22,4.0,0.0,2.0
2021-04-21,4.0,0.0,2.0
2021-04-20,4.0,0.0,1.0
2021-04-19,5.0,0.0,1.0
2021-04-18,4.0,0.0,0.0
2021-04-17,5.0,0.0,1.0
2021-04-16,7.0,0.0,0.0
2021-04-15,7.0,0.0,0.0
2021-04-14,5.0,0.0,0.0
2021-04-13,5.0,0.0,2.0
2021-04-12,3.0,0.0,2.0
2021-04-11,3.0,0.0,0.0
2021-04-10,3.0,0.0,0.0
2021-04-09,3.0,0.0,0.0
2021-04-08,4.0,0.0,0.0
2021-04-07,4.0,0.0,0.0
2021-04-06,5.0,0.0,0.0
2021-04-05,5.0,0.0,0.0
2021-04-04,5.0,0.0,1.0
2021-04-03,5.0,0.0,0.0
2021-04-02,4.0,0.0,0.0
2021-04-01,3.0,0.0,2.0
2021-03-31,3.0,0.0,0.0
2021-03-30,2.0,0.0,1.0
2021-03-29,2.0,0.0,0.0
2021-03-28,5.0,0.0,1.0
2021-03-27,5.0,0.0,0.0
2021-03-26,6.0,0.0,1.0
2021-03-25,7.0,0.0,0.0
2021-03-24,8.0,0.0,0.0
2021-03-23,8.0,0.0,1.0
2021-03-22,7.0,0.0,1.0
2021-03-21,7.0,0.0,1.0
2021-03-20,7.0,0.0,0.0
2021-03-19,10.0,0.0,0.0
2021-03-18,10.0,0.0,0.0
2021-03-17,10.0,0.0,2.0
2021-03-16,13.0,0.0,1.0
2021-03-15,12.0,0.0,2.0
2021-03-14,9.0,1.0,2.0
2021-03-13,10.0,1.0,4.0
2021-03-12,12.0,2.0,0.0
2021-03-11,14.0,1.0,1.0
2021-03-10,18.0,2.0,3.0
2021-03-09,22.0,2.0,1.0
2021-03-08,21.0,2.0,1.0
2021-03-07,20.0,2.0,2.0
2021-03-06,23.0,2.0,1.0
2021-03-05,31.0,7.0,0.0
2021-03-04,35.0,7.0,4.0
2021-03-03,41.0,7.0,2.0
2021-03-02,43.0,2.0,0.0
2021-03-01,50.0,4.0,6.0
2021-02-28,49.0,7.0,4.0
2021-02-27,61.0,5.0,5.0
2021-02-26,75.0,7.0,6.0
2021-02-25,78.0,10.0,8.0
2021-02-24,91.0,15.0,14.0
2021-02-23,50.0,10.0,4.0
2021-02-22,105.0,12.0,3.0
2021-02-21,107.0,12.0,3.0
2021-02-20,117.0,12.0,5.0
2021-02-19,126.0,13.0,8.0
2021-02-18,148.0,19.0,5.0
2021-02-17,147.0,20.0,20.0
2021-02-16,143.0,22.0,17.0
2021-02-15,139.0,15.0,18.0
2021-02-14,140.0,14.0,10.0
2021-02-13,130.0,13.0,8.0
2021-02-12,133.0,14.0,24.0
2021-02-11,159.0,21.0,24.0
2021-02-10,173.0,21.0,18.0
2021-02-09,191.0,18.0,20.0
2021-02-08,200.0,17.0,29.0
2021-02-07,208.0,17.0,11.0
2021-02-06,213.0,18.0,14.0
2021-02-05,233.0,20.0,23.0
2021-02-04,246.0,23.0,10.0
2021-02-03,263.0,22.0,23.0
2021-02-02,290.0,21.0,38.0
2021-02-01,305.0,21.0,18.0
2021-01-31,310.0,21.0,25.0
2021-01-30,320.0,25.0,17.0
2021-01-29,324.0,24.0,25.0
2021-01-28,334.0,22.0,36.0
2021-01-27,352.0,21.0,31.0
2021-01-26,378.0,24.0,31.0
2021-01-25,373.0,25.0,35.0
2021-01-24,381.0,30.0,46.0
2021-01-23,366.0,25.0,39.0
2021-01-22,375.0,27.0,43.0
2021-01-21,368.0,25.0,43.0
2021-01-20,389.0,27.0,52.0
2021-01-19,402.0,25.0,40.0
2021-01-18,397.0,24.0,35.0
2021-01-17,387.0,22.0,63.0
2021-01-16,398.0,26.0,39.0
2021-01-15,381.0,25.0,36.0
2021-01-14,362.0,22.0,63.0
2021-01-13,359.0,27.0,66.0
2021-01-12,330.0,26.0,52.0
2021-01-11,328.0,26.0,52.0
2021-01-10,299.0,27.0,54.0
2021-01-09,283.0,23.0,47.0
2021-01-08,260.0,20.0,37.0
2021-01-07,247.0,18.0,40.0
2021-01-06,239.0,17.0,46.0
2021-01-05,205.0,16.0,36.0
2021-01-04,181.0,15.0,60.0
2021-01-03,159.0,13.0,20.0
2021-01-02,143.0,13.0,26.0
2021-01-01,142.0,12.0,20.0
2020-12-31,137.0,11.0,11.0
2020-12-30,129.0,9.0,29.0
2020-12-29,99.0,7.0,16.0
2020-12-28,106.0,7.0,24.0
2020-12-27,95.0,7.0,8.0
2020-12-26,88.0,6.0,17.0
2020-12-25,94.0,8.0,6.0
2020-12-24,100.0,8.0,3.0
2020-12-23,103.0,9.0,6.0
2020-12-22,107.0,8.0,5.0
2020-12-21,112.0,10.0,6.0
2020-12-20,111.0,9.0,4.0
2020-12-19,110.0,10.0,7.0
2020-12-18,104.0,10.0,6.0
2020-12-17,106.0,9.0,20.0
2020-12-16,99.0,9.0,12.0
2020-12-15,82.0,9.0,11.0
2020-12-14,87.0,7.0,24.0
2020-12-13,85.0,7.0,3.0
2020-12-12,86.0,7.0,9.0
2020-12-11,87.0,7.0,8.0
2020-12-10,81.0,6.0,9.0
2020-12-09,83.0,5.0,10.0
2020-12-08,77.0,5.0,6.0
2020-12-07,78.0,4.0,8.0
2020-12-06,82.0,5.0,6.0
2020-12-05,88.0,7.0,3.0
2020-12-04,93.0,7.0,3.0
2020-12-03,90.0,6.0,6.0
