date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,39.0,4.0,
2021-12-20,43.0,4.0,
2021-12-19,40.0,5.0,7.0
2021-12-18,39.0,5.0,5.0
2021-12-17,44.0,5.0,3.0
2021-12-16,45.0,6.0,2.0
2021-12-15,44.0,6.0,6.0
2021-12-14,47.0,7.0,6.0
2021-12-13,44.0,7.0,7.0
2021-12-12,51.0,7.0,4.0
2021-12-11,52.0,7.0,6.0
2021-12-10,55.0,7.0,2.0
2021-12-09,53.0,8.0,7.0
2021-12-08,56.0,6.0,11.0
2021-12-07,53.0,6.0,4.0
2021-12-06,53.0,6.0,6.0
2021-12-05,54.0,6.0,5.0
2021-12-04,56.0,7.0,5.0
2021-12-03,56.0,7.0,4.0
2021-12-02,59.0,7.0,6.0
2021-12-01,64.0,6.0,0.0
2021-11-30,64.0,6.0,4.0
2021-11-29,66.0,7.0,7.0
2021-11-28,69.0,7.0,4.0
2021-11-27,68.0,6.0,10.0
2021-11-26,62.0,7.0,8.0
2021-11-25,59.0,8.0,9.0
2021-11-24,63.0,5.0,3.0
2021-11-23,64.0,7.0,10.0
2021-11-22,67.0,7.0,8.0
2021-11-21,66.0,7.0,12.0
2021-11-20,68.0,7.0,3.0
2021-11-19,65.0,8.0,8.0
2021-11-18,66.0,8.0,9.0
2021-11-17,73.0,10.0,4.0
2021-11-16,76.0,8.0,8.0
2021-11-15,77.0,8.0,10.0
2021-11-14,78.0,6.0,5.0
2021-11-13,81.0,6.0,7.0
2021-11-12,83.0,6.0,9.0
2021-11-11,85.0,7.0,13.0
2021-11-10,83.0,6.0,8.0
2021-11-09,86.0,5.0,6.0
2021-11-08,85.0,6.0,4.0
2021-11-07,86.0,7.0,4.0
2021-11-06,85.0,7.0,9.0
2021-11-05,84.0,7.0,17.0
2021-11-04,80.0,8.0,11.0
2021-11-03,85.0,8.0,8.0
2021-11-02,81.0,8.0,13.0
2021-11-01,76.0,9.0,12.0
2021-10-31,83.0,9.0,11.0
2021-10-30,74.0,9.0,14.0
2021-10-29,76.0,10.0,8.0
2021-10-28,75.0,8.0,9.0
2021-10-27,66.0,8.0,12.0
2021-10-26,66.0,7.0,10.0
2021-10-25,66.0,7.0,7.0
2021-10-24,64.0,7.0,12.0
2021-10-23,65.0,7.0,7.0
2021-10-22,64.0,6.0,7.0
2021-10-21,63.0,6.0,7.0
2021-10-20,65.0,6.0,10.0
2021-10-19,68.0,6.0,8.0
2021-10-18,62.0,6.0,22.0
2021-10-17,62.0,5.0,6.0
2021-10-16,62.0,5.0,3.0
2021-10-15,56.0,5.0,12.0
2021-10-14,59.0,7.0,11.0
2021-10-13,62.0,7.0,4.0
2021-10-12,58.0,6.0,9.0
2021-10-11,52.0,6.0,7.0
2021-10-10,57.0,8.0,9.0
2021-10-09,52.0,8.0,8.0
2021-10-08,52.0,8.0,11.0
2021-10-07,49.0,8.0,6.0
2021-10-06,50.0,6.0,4.0
2021-10-05,47.0,6.0,9.0
2021-10-04,48.0,7.0,3.0
2021-10-03,51.0,7.0,4.0
2021-10-02,47.0,7.0,10.0
2021-10-01,50.0,6.0,4.0
2021-09-30,58.0,6.0,4.0
2021-09-29,62.0,6.0,6.0
2021-09-28,61.0,6.0,12.0
2021-09-27,59.0,6.0,11.0
2021-09-26,59.0,6.0,6.0
2021-09-25,63.0,8.0,3.0
2021-09-24,61.0,8.0,13.0
2021-09-23,68.0,11.0,4.0
2021-09-22,75.0,11.0,0.0
2021-09-21,75.0,11.0,13.0
2021-09-20,75.0,11.0,10.0
2021-09-19,76.0,11.0,8.0
2021-09-18,74.0,12.0,9.0
2021-09-17,73.0,12.0,7.0
2021-09-16,78.0,12.0,10.0
2021-09-15,72.0,14.0,14.0
2021-09-14,68.0,15.0,15.0
2021-09-13,68.0,12.0,15.0
2021-09-12,66.0,11.0,7.0
2021-09-11,70.0,9.0,7.0
2021-09-10,68.0,9.0,11.0
2021-09-09,73.0,8.0,5.0
2021-09-08,71.0,8.0,10.0
2021-09-07,74.0,9.0,10.0
2021-09-06,78.0,9.0,11.0
2021-09-05,73.0,8.0,9.0
2021-09-04,74.0,9.0,11.0
2021-09-03,74.0,10.0,17.0
2021-09-02,70.0,10.0,8.0
2021-09-01,72.0,9.0,5.0
2021-08-31,69.0,9.0,9.0
2021-08-30,73.0,8.0,10.0
2021-08-29,70.0,8.0,5.0
2021-08-28,73.0,8.0,9.0
2021-08-27,74.0,7.0,9.0
2021-08-26,75.0,7.0,7.0
2021-08-25,77.0,8.0,8.0
2021-08-24,76.0,8.0,7.0
2021-08-23,71.0,8.0,10.0
2021-08-22,77.0,7.0,6.0
2021-08-21,77.0,10.0,9.0
2021-08-20,74.0,10.0,11.0
2021-08-19,75.0,12.0,10.0
2021-08-18,80.0,12.0,10.0
2021-08-17,77.0,15.0,15.0
2021-08-16,79.0,15.0,8.0
2021-08-15,78.0,16.0,7.0
2021-08-14,77.0,16.0,14.0
2021-08-13,67.0,16.0,14.0
2021-08-12,68.0,15.0,13.0
2021-08-11,69.0,14.0,10.0
2021-08-10,69.0,13.0,11.0
2021-08-09,77.0,11.0,6.0
2021-08-08,84.0,12.0,2.0
2021-08-07,92.0,12.0,8.0
2021-08-06,92.0,12.0,15.0
2021-08-05,99.0,14.0,17.0
2021-08-04,94.0,13.0,25.0
2021-08-03,89.0,14.0,21.0
2021-08-02,87.0,13.0,11.0
2021-08-01,87.0,12.0,12.0
2021-07-31,84.0,13.0,16.0
2021-07-30,81.0,14.0,9.0
2021-07-29,85.0,15.0,9.0
2021-07-28,87.0,12.0,16.0
2021-07-27,92.0,12.0,15.0
2021-07-26,90.0,12.0,14.0
2021-07-25,92.0,12.0,16.0
2021-07-24,94.0,13.0,13.0
2021-07-23,97.0,13.0,15.0
2021-07-22,95.0,13.0,21.0
2021-07-21,94.0,12.0,20.0
2021-07-20,87.0,13.0,33.0
2021-07-19,83.0,13.0,20.0
2021-07-18,93.0,11.0,18.0
2021-07-17,88.0,12.0,19.0
2021-07-16,82.0,11.0,13.0
2021-07-15,84.0,9.0,21.0
2021-07-14,65.0,11.0,37.0
2021-07-13,54.0,10.0,24.0
2021-07-12,46.0,7.0,17.0
2021-07-11,51.0,6.0,3.0
2021-07-10,62.0,8.0,4.0
2021-07-09,52.0,7.0,17.0
2021-07-08,45.0,7.0,12.0
2021-07-07,41.0,8.0,14.0
2021-07-06,30.0,7.0,10.0
2021-07-05,23.0,4.0,10.0
2021-07-04,18.0,4.0,11.0
2021-07-03,16.0,4.0,6.0
2021-07-02,16.0,4.0,0.0
2021-07-01,16.0,4.0,3.0
2021-06-30,16.0,4.0,1.0
2021-06-29,14.0,4.0,4.0
2021-06-28,14.0,4.0,2.0
2021-06-27,13.0,3.0,1.0
2021-06-26,12.0,3.0,3.0
2021-06-25,9.0,3.0,3.0
2021-06-24,12.0,3.0,2.0
2021-06-23,14.0,4.0,1.0
2021-06-22,14.0,4.0,1.0
2021-06-21,12.0,3.0,3.0
2021-06-20,12.0,3.0,2.0
2021-06-19,12.0,2.0,1.0
2021-06-18,9.0,2.0,3.0
2021-06-17,8.0,2.0,1.0
2021-06-16,8.0,1.0,0.0
2021-06-15,8.0,1.0,2.0
2021-06-14,8.0,0.0,0.0
2021-06-13,8.0,0.0,2.0
2021-06-12,7.0,0.0,1.0
2021-06-11,7.0,0.0,0.0
2021-06-10,8.0,1.0,0.0
2021-06-09,8.0,1.0,0.0
2021-06-08,9.0,1.0,0.0
2021-06-07,9.0,0.0,2.0
2021-06-06,7.0,0.0,2.0
2021-06-05,7.0,0.0,0.0
2021-06-04,8.0,0.0,1.0
2021-06-03,7.0,0.0,1.0
2021-06-02,9.0,0.0,0.0
2021-06-01,9.0,1.0,0.0
2021-05-31,9.0,1.0,1.0
2021-05-30,7.0,0.0,2.0
2021-05-29,7.0,0.0,0.0
2021-05-28,7.0,0.0,0.0
2021-05-27,6.0,0.0,1.0
2021-05-26,5.0,0.0,3.0
2021-05-25,5.0,0.0,0.0
2021-05-24,7.0,0.0,0.0
2021-05-23,8.0,0.0,0.0
2021-05-22,9.0,0.0,0.0
2021-05-21,11.0,0.0,1.0
2021-05-20,12.0,0.0,1.0
2021-05-19,12.0,0.0,5.0
2021-05-18,13.0,0.0,0.0
2021-05-17,14.0,0.0,0.0
2021-05-16,16.0,0.0,1.0
2021-05-15,17.0,0.0,2.0
2021-05-14,11.0,0.0,7.0
2021-05-13,12.0,0.0,0.0
2021-05-12,15.0,0.0,0.0
2021-05-11,13.0,0.0,4.0
2021-05-10,12.0,0.0,2.0
2021-05-09,12.0,0.0,0.0
2021-05-08,13.0,0.0,2.0
2021-05-07,14.0,0.0,1.0
2021-05-06,11.0,0.0,5.0
2021-05-05,11.0,0.0,2.0
2021-05-04,12.0,0.0,1.0
2021-05-03,11.0,0.0,0.0
2021-05-02,12.0,0.0,1.0
2021-05-01,14.0,0.0,1.0
2021-04-30,12.0,0.0,3.0
2021-04-29,14.0,0.0,1.0
2021-04-28,16.0,3.0,0.0
2021-04-27,15.0,1.0,3.0
2021-04-26,17.0,1.0,0.0
2021-04-25,16.0,1.0,1.0
2021-04-24,16.0,5.0,0.0
2021-04-23,15.0,5.0,3.0
2021-04-22,15.0,5.0,0.0
2021-04-21,14.0,5.0,1.0
2021-04-20,15.0,5.0,1.0
2021-04-19,18.0,5.0,1.0
2021-04-18,20.0,5.0,0.0
2021-04-17,20.0,5.0,0.0
2021-04-16,21.0,6.0,0.0
2021-04-15,23.0,6.0,2.0
2021-04-14,22.0,6.0,3.0
2021-04-13,23.0,7.0,0.0
2021-04-12,25.0,7.0,1.0
2021-04-11,24.0,7.0,4.0
2021-04-10,24.0,6.0,1.0
2021-04-09,23.0,6.0,3.0
2021-04-08,24.0,6.0,0.0
2021-04-07,27.0,6.0,0.0
2021-04-06,27.0,6.0,0.0
2021-04-05,30.0,6.0,0.0
2021-04-04,32.0,5.0,5.0
2021-04-03,33.0,6.0,1.0
2021-04-02,32.0,6.0,6.0
2021-04-01,33.0,6.0,2.0
2021-03-31,32.0,8.0,1.0
2021-03-30,34.0,7.0,2.0
2021-03-29,35.0,6.0,2.0
2021-03-28,38.0,7.0,1.0
2021-03-27,34.0,7.0,2.0
2021-03-26,34.0,7.0,4.0
2021-03-25,36.0,7.0,3.0
2021-03-24,37.0,7.0,3.0
2021-03-23,42.0,7.0,5.0
2021-03-22,40.0,7.0,7.0
2021-03-21,42.0,7.0,4.0
2021-03-20,45.0,7.0,2.0
2021-03-19,47.0,7.0,0.0
2021-03-18,51.0,7.0,4.0
2021-03-17,55.0,9.0,4.0
2021-03-16,55.0,10.0,2.0
2021-03-15,58.0,11.0,1.0
2021-03-14,55.0,12.0,3.0
