date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,77.0,7.0,
2021-12-20,75.0,6.0,
2021-12-19,65.0,6.0,16.0
2021-12-18,56.0,6.0,17.0
2021-12-17,60.0,6.0,11.0
2021-12-16,62.0,8.0,9.0
2021-12-15,69.0,8.0,15.0
2021-12-14,72.0,6.0,11.0
2021-12-13,74.0,8.0,8.0
2021-12-12,68.0,6.0,11.0
2021-12-11,60.0,5.0,8.0
2021-12-10,57.0,4.0,13.0
2021-12-09,53.0,5.0,8.0
2021-12-08,48.0,4.0,9.0
2021-12-07,50.0,6.0,6.0
2021-12-06,50.0,4.0,7.0
2021-12-05,50.0,4.0,5.0
2021-12-04,49.0,5.0,7.0
2021-12-03,47.0,5.0,6.0
2021-12-02,47.0,6.0,3.0
2021-12-01,51.0,6.0,6.0
2021-11-30,57.0,6.0,3.0
2021-11-29,57.0,6.0,8.0
2021-11-28,56.0,4.0,8.0
2021-11-27,55.0,5.0,7.0
2021-11-26,63.0,5.0,6.0
2021-11-25,60.0,6.0,5.0
2021-11-24,53.0,5.0,12.0
2021-11-23,52.0,5.0,6.0
2021-11-22,56.0,4.0,7.0
2021-11-21,59.0,4.0,11.0
2021-11-20,61.0,3.0,4.0
2021-11-19,59.0,3.0,4.0
2021-11-18,59.0,3.0,9.0
2021-11-17,52.0,4.0,7.0
2021-11-16,51.0,1.0,10.0
2021-11-15,56.0,3.0,6.0
2021-11-14,51.0,5.0,11.0
2021-11-13,48.0,5.0,6.0
2021-11-12,47.0,4.0,7.0
2021-11-11,47.0,4.0,4.0
2021-11-10,54.0,4.0,6.0
2021-11-09,53.0,5.0,2.0
2021-11-08,51.0,3.0,9.0
2021-11-07,51.0,3.0,2.0
2021-11-06,51.0,3.0,8.0
2021-11-05,51.0,3.0,5.0
2021-11-04,53.0,3.0,4.0
2021-11-03,50.0,4.0,5.0
2021-11-02,50.0,3.0,4.0
2021-11-01,51.0,5.0,4.0
2021-10-31,48.0,5.0,4.0
2021-10-30,46.0,5.0,3.0
2021-10-29,43.0,5.0,8.0
2021-10-28,42.0,6.0,8.0
2021-10-27,39.0,6.0,5.0
2021-10-26,36.0,5.0,6.0
2021-10-25,36.0,2.0,4.0
2021-10-24,29.0,2.0,7.0
2021-10-23,29.0,2.0,5.0
2021-10-22,31.0,4.0,4.0
2021-10-21,31.0,4.0,4.0
2021-10-20,38.0,4.0,4.0
2021-10-19,40.0,5.0,2.0
2021-10-18,46.0,4.0,4.0
2021-10-17,52.0,4.0,5.0
2021-10-16,45.0,3.0,10.0
2021-10-15,45.0,3.0,7.0
2021-10-14,41.0,3.0,8.0
2021-10-13,37.0,3.0,7.0
2021-10-12,31.0,3.0,5.0
2021-10-11,32.0,3.0,3.0
2021-10-10,32.0,2.0,1.0
2021-10-09,31.0,1.0,6.0
2021-10-08,32.0,1.0,6.0
2021-10-07,33.0,2.0,5.0
2021-10-06,38.0,2.0,3.0
2021-10-05,35.0,3.0,5.0
2021-10-04,32.0,7.0,6.0
2021-10-03,31.0,5.0,2.0
2021-10-02,36.0,5.0,4.0
2021-10-01,39.0,5.0,4.0
2021-09-30,41.0,5.0,3.0
2021-09-29,48.0,5.0,4.0
2021-09-28,52.0,5.0,2.0
2021-09-27,55.0,8.0,4.0
2021-09-26,54.0,8.0,3.0
2021-09-25,55.0,8.0,7.0
2021-09-24,56.0,8.0,7.0
2021-09-23,54.0,9.0,7.0
2021-09-22,50.0,10.0,9.0
2021-09-21,46.0,7.0,8.0
2021-09-20,46.0,5.0,5.0
2021-09-19,52.0,5.0,3.0
2021-09-18,56.0,5.0,5.0
2021-09-17,61.0,5.0,7.0
2021-09-16,61.0,6.0,5.0
2021-09-15,58.0,7.0,10.0
2021-09-14,57.0,6.0,7.0
2021-09-13,50.0,6.0,13.0
2021-09-12,47.0,8.0,5.0
2021-09-11,57.0,7.0,7.0
2021-09-10,55.0,7.0,8.0
2021-09-09,48.0,7.0,10.0
2021-09-08,50.0,5.0,8.0
2021-09-07,44.0,4.0,8.0
2021-09-06,49.0,4.0,5.0
2021-09-05,46.0,4.0,6.0
2021-09-04,46.0,4.0,5.0
2021-09-03,52.0,4.0,4.0
2021-09-02,55.0,3.0,5.0
2021-09-01,57.0,4.0,5.0
2021-08-31,59.0,2.0,9.0
2021-08-30,55.0,6.0,8.0
2021-08-29,53.0,6.0,4.0
2021-08-28,52.0,6.0,3.0
2021-08-27,52.0,5.0,10.0
2021-08-26,53.0,6.0,7.0
2021-08-25,50.0,7.0,7.0
2021-08-24,50.0,7.0,7.0
2021-08-23,55.0,9.0,7.0
2021-08-22,51.0,9.0,7.0
2021-08-21,52.0,9.0,12.0
2021-08-20,47.0,7.0,12.0
2021-08-19,47.0,8.0,10.0
2021-08-18,44.0,7.0,11.0
2021-08-17,47.0,8.0,6.0
2021-08-16,47.0,8.0,9.0
2021-08-15,45.0,8.0,4.0
2021-08-14,45.0,8.0,5.0
2021-08-13,45.0,8.0,11.0
2021-08-12,38.0,7.0,11.0
2021-08-11,44.0,7.0,10.0
2021-08-10,45.0,8.0,2.0
2021-08-09,56.0,8.0,6.0
2021-08-08,38.0,8.0,8.0
2021-08-07,36.0,8.0,7.0
2021-08-06,32.0,8.0,6.0
2021-08-05,37.0,7.0,4.0
2021-08-04,36.0,8.0,3.0
2021-08-03,39.0,8.0,2.0
2021-08-02,52.0,11.0,5.0
2021-08-01,52.0,11.0,12.0
2021-07-31,50.0,11.0,11.0
2021-07-30,50.0,11.0,8.0
2021-07-29,46.0,10.0,11.0
2021-07-28,44.0,9.0,3.0
2021-07-27,44.0,11.0,12.0
2021-07-26,42.0,8.0,4.0
2021-07-25,38.0,8.0,5.0
2021-07-24,39.0,8.0,4.0
2021-07-23,38.0,8.0,7.0
2021-07-22,35.0,8.0,7.0
2021-07-21,31.0,5.0,7.0
2021-07-20,32.0,6.0,8.0
2021-07-19,28.0,4.0,8.0
2021-07-18,24.0,4.0,7.0
2021-07-17,24.0,4.0,5.0
2021-07-16,19.0,3.0,2.0
2021-07-15,20.0,3.0,5.0
2021-07-14,22.0,3.0,2.0
2021-07-13,24.0,3.0,5.0
2021-07-12,27.0,3.0,10.0
2021-07-11,15.0,2.0,5.0
2021-07-10,13.0,3.0,6.0
2021-07-09,12.0,3.0,2.0
2021-07-08,13.0,3.0,5.0
2021-07-07,10.0,3.0,4.0
2021-07-06,11.0,2.0,1.0
2021-07-05,9.0,2.0,2.0
2021-07-04,11.0,3.0,4.0
2021-07-03,10.0,3.0,1.0
2021-07-02,14.0,3.0,0.0
2021-07-01,14.0,3.0,2.0
2021-06-30,11.0,3.0,5.0
2021-06-29,11.0,3.0,2.0
2021-06-28,14.0,3.0,0.0
2021-06-27,14.0,4.0,1.0
2021-06-26,13.0,4.0,5.0
2021-06-25,14.0,4.0,2.0
2021-06-24,10.0,4.0,3.0
2021-06-23,10.0,3.0,4.0
2021-06-22,11.0,1.0,1.0
2021-06-21,10.0,2.0,1.0
2021-06-20,14.0,2.0,1.0
2021-06-19,15.0,2.0,2.0
2021-06-18,12.0,1.0,1.0
2021-06-17,13.0,1.0,5.0
2021-06-16,9.0,1.0,4.0
2021-06-15,5.0,1.0,3.0
2021-06-14,4.0,1.0,2.0
2021-06-13,5.0,1.0,2.0
2021-06-12,5.0,1.0,0.0
2021-06-11,7.0,1.0,1.0
2021-06-10,7.0,1.0,1.0
2021-06-09,8.0,2.0,2.0
2021-06-08,6.0,2.0,0.0
2021-06-07,7.0,2.0,2.0
2021-06-06,4.0,1.0,2.0
2021-06-05,5.0,1.0,2.0
2021-06-04,4.0,1.0,2.0
2021-06-03,4.0,1.0,0.0
2021-06-02,4.0,1.0,0.0
2021-06-01,3.0,1.0,1.0
2021-05-31,,,0.0
2021-05-30,3.0,1.0,0.0
2021-05-29,4.0,1.0,2.0
2021-05-28,8.0,1.0,2.0
2021-05-27,6.0,1.0,0.0
2021-05-26,4.0,1.0,1.0
2021-05-25,5.0,1.0,2.0
2021-05-24,6.0,0.0,1.0
2021-05-23,6.0,0.0,2.0
2021-05-22,7.0,0.0,0.0
2021-05-21,13.0,0.0,0.0
2021-05-20,9.0,0.0,3.0
2021-05-19,7.0,0.0,3.0
2021-05-18,6.0,0.0,3.0
2021-05-17,7.0,0.0,2.0
2021-05-16,7.0,0.0,0.0
2021-05-15,7.0,0.0,0.0
2021-05-14,7.0,2.0,0.0
2021-05-13,5.0,1.0,1.0
2021-05-12,5.0,2.0,2.0
2021-05-11,6.0,2.0,0.0
2021-05-10,4.0,1.0,0.0
2021-05-09,4.0,1.0,1.0
2021-05-08,5.0,1.0,1.0
2021-05-07,6.0,1.0,0.0
2021-05-06,7.0,1.0,0.0
2021-05-05,9.0,1.0,0.0
2021-05-04,8.0,1.0,0.0
2021-05-03,8.0,1.0,0.0
2021-05-02,8.0,1.0,2.0
2021-05-01,7.0,2.0,1.0
2021-04-30,8.0,2.0,1.0
2021-04-29,8.0,2.0,0.0
2021-04-28,9.0,2.0,0.0
2021-04-27,7.0,2.0,2.0
2021-04-26,11.0,2.0,1.0
2021-04-25,11.0,2.0,2.0
2021-04-24,12.0,2.0,1.0
2021-04-23,12.0,2.0,2.0
2021-04-22,12.0,2.0,1.0
2021-04-21,9.0,2.0,3.0
2021-04-20,7.0,3.0,2.0
