date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-14,42.0,2.0,
2021-12-13,45.0,0.0,
2021-12-12,36.0,0.0,6.0
2021-12-11,80.0,3.0,8.0
2021-12-10,36.0,1.0,11.0
2021-12-09,37.0,1.0,7.0
2021-12-08,38.0,1.0,4.0
2021-12-07,40.0,1.0,5.0
2021-12-06,38.0,1.0,4.0
2021-12-05,35.0,2.0,4.0
2021-12-04,34.0,1.0,8.0
2021-12-03,38.0,1.0,3.0
2021-12-02,41.0,1.0,1.0
2021-12-01,41.0,3.0,6.0
2021-11-30,45.0,3.0,5.0
2021-11-29,50.0,4.0,0.0
2021-11-28,49.0,4.0,4.0
2021-11-27,48.0,3.0,2.0
2021-11-26,51.0,4.0,7.0
2021-11-25,52.0,4.0,5.0
2021-11-24,50.0,3.0,4.0
2021-11-23,50.0,4.0,6.0
2021-11-22,56.0,4.0,4.0
2021-11-21,58.0,5.0,2.0
2021-11-20,60.0,2.0,5.0
2021-11-19,64.0,3.0,5.0
2021-11-18,63.0,4.0,7.0
2021-11-17,66.0,4.0,7.0
2021-11-16,72.0,4.0,7.0
2021-11-15,77.0,4.0,4.0
2021-11-14,78.0,4.0,3.0
2021-11-13,79.0,3.0,6.0
2021-11-12,77.0,3.0,7.0
2021-11-11,80.0,3.0,10.0
2021-11-10,75.0,4.0,10.0
2021-11-09,73.0,4.0,6.0
2021-11-08,67.0,5.0,6.0
2021-11-07,68.0,3.0,4.0
2021-11-06,68.0,3.0,5.0
2021-11-05,70.0,4.0,6.0
2021-11-04,70.0,5.0,5.0
2021-11-03,80.0,5.0,7.0
2021-11-02,78.0,5.0,3.0
2021-11-01,78.0,7.0,5.0
2021-10-31,76.0,6.0,8.0
2021-10-30,75.0,6.0,6.0
2021-10-29,72.0,5.0,10.0
2021-10-28,73.0,4.0,9.0
2021-10-27,74.0,5.0,12.0
2021-10-26,76.0,5.0,7.0
2021-10-25,77.0,4.0,3.0
2021-10-24,69.0,3.0,10.0
2021-10-23,66.0,3.0,10.0
2021-10-22,64.0,4.0,7.0
2021-10-21,59.0,6.0,8.0
2021-10-20,64.0,5.0,8.0
2021-10-19,59.0,5.0,7.0
2021-10-18,53.0,4.0,11.0
2021-10-17,52.0,5.0,7.0
2021-10-16,48.0,4.0,4.0
2021-10-15,52.0,3.0,10.0
2021-10-14,52.0,4.0,5.0
2021-10-13,60.0,3.0,3.0
2021-10-12,61.0,3.0,5.0
2021-10-11,66.0,3.0,5.0
2021-10-10,57.0,3.0,2.0
2021-10-09,58.0,5.0,6.0
2021-10-08,55.0,4.0,3.0
2021-10-07,55.0,4.0,10.0
2021-10-06,52.0,4.0,6.0
2021-10-05,49.0,2.0,4.0
2021-10-04,45.0,3.0,7.0
2021-10-03,44.0,3.0,8.0
2021-10-02,41.0,3.0,5.0
2021-10-01,36.0,3.0,3.0
2021-09-30,36.0,2.0,4.0
2021-09-29,42.0,3.0,6.0
2021-09-28,42.0,4.0,5.0
2021-09-27,44.0,5.0,7.0
2021-09-26,39.0,5.0,4.0
2021-09-25,43.0,4.0,7.0
2021-09-24,44.0,4.0,2.0
2021-09-23,47.0,4.0,4.0
2021-09-22,47.0,5.0,6.0
2021-09-21,46.0,5.0,1.0
