date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2022-01-18,200.0,5.0,
2022-01-17,188.0,4.0,
2022-01-16,189.0,4.0,21.0
2022-01-15,173.0,4.0,31.0
2022-01-14,170.0,4.0,18.0
2022-01-13,174.0,4.0,18.0
2022-01-12,163.0,4.0,30.0
2022-01-11,159.0,4.0,26.0
2022-01-10,148.0,4.0,28.0
2022-01-09,143.0,4.0,16.0
2022-01-08,148.0,4.0,21.0
2022-01-07,139.0,4.0,31.0
2022-01-06,137.0,4.0,26.0
2022-01-05,124.0,3.0,29.0
2022-01-04,108.0,3.0,33.0
2022-01-03,91.0,3.0,21.0
2022-01-02,91.0,3.0,11.0
2022-01-01,76.0,4.0,18.0
2021-12-31,74.0,4.0,27.0
2021-12-30,60.0,4.0,20.0
2021-12-29,53.0,4.0,21.0
2021-12-28,50.0,3.0,14.0
2021-12-27,31.0,4.0,9.0
2021-12-26,31.0,4.0,7.0
2021-12-25,31.0,4.0,4.0
2021-12-24,31.0,3.0,4.0
2021-12-23,32.0,4.0,2.0
2021-12-22,36.0,4.0,2.0
2021-12-21,41.0,6.0,1.0
2021-12-20,49.0,9.0,8.0
2021-12-19,50.0,9.0,3.0
2021-12-18,52.0,8.0,2.0
2021-12-17,53.0,8.0,2.0
2021-12-16,55.0,8.0,3.0
2021-12-15,65.0,7.0,3.0
2021-12-14,71.0,8.0,2.0
2021-12-13,75.0,8.0,9.0
2021-12-12,75.0,8.0,3.0
2021-12-11,74.0,9.0,3.0
2021-12-10,70.0,10.0,11.0
2021-12-09,79.0,10.0,8.0
2021-12-08,74.0,10.0,8.0
2021-12-07,78.0,9.0,5.0
2021-12-06,73.0,9.0,6.0
2021-12-05,72.0,9.0,2.0
2021-12-04,69.0,8.0,8.0
2021-12-03,68.0,8.0,5.0
2021-12-02,69.0,8.0,5.0
2021-12-01,74.0,8.0,5.0
2021-11-30,77.0,10.0,6.0
2021-11-29,79.0,9.0,3.0
2021-11-28,87.0,9.0,4.0
2021-11-27,91.0,9.0,3.0
2021-11-26,96.0,9.0,8.0
2021-11-25,96.0,10.0,7.0
2021-11-24,85.0,10.0,17.0
2021-11-23,85.0,10.0,11.0
2021-11-22,87.0,9.0,8.0
