date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,30,4.0,
2021-12-20,26,4.0,
2021-12-19,31,5.0,4.0
2021-12-18,31,5.0,3.0
2021-12-17,32,5.0,4.0
2021-12-16,37,5.0,6.0
2021-12-15,34,3.0,6.0
2021-12-14,33,3.0,4.0
2021-12-13,32,4.0,2.0
2021-12-12,31,3.0,4.0
2021-12-11,33,4.0,2.0
2021-12-10,36,4.0,1.0
2021-12-09,36,4.0,3.0
2021-12-08,32,4.0,9.0
2021-12-07,36,4.0,2.0
2021-12-06,37,4.0,3.0
2021-12-05,38,2.0,4.0
2021-12-04,38,1.0,6.0
2021-12-03,37,2.0,7.0
2021-12-02,42,2.0,6.0
2021-12-01,48,2.0,3.0
2021-11-30,42,2.0,4.0
2021-11-29,44,3.0,10.0
2021-11-28,42,4.0,3.0
2021-11-27,42,4.0,2.0
2021-11-26,46,4.0,3.0
2021-11-25,47,4.0,3.0
2021-11-24,42,4.0,11.0
2021-11-23,49,2.0,3.0
2021-11-22,56,4.0,9.0
2021-11-21,53,3.0,6.0
2021-11-20,55,3.0,8.0
2021-11-19,54,4.0,7.0
2021-11-18,48,4.0,12.0
2021-11-17,48,5.0,9.0
2021-11-16,48,4.0,9.0
2021-11-15,46,4.0,4.0
2021-11-14,44,4.0,9.0
2021-11-13,49,5.0,3.0
2021-11-12,40,2.0,13.0
2021-11-11,43,3.0,11.0
2021-11-10,46,2.0,5.0
2021-11-09,44,3.0,7.0
2021-11-08,38,3.0,12.0
2021-11-07,35,3.0,8.0
2021-11-06,34,3.0,5.0
2021-11-05,34,3.0,5.0
2021-11-04,35,3.0,4.0
2021-11-03,39,3.0,7.0
2021-11-02,43,3.0,4.0
2021-11-01,40,4.0,9.0
2021-10-31,39,5.0,5.0
2021-10-30,41,4.0,4.0
2021-10-29,39,4.0,9.0
2021-10-28,36,2.0,6.0
2021-10-27,36,1.0,5.0
2021-10-26,33,1.0,7.0
2021-10-25,34,1.0,6.0
2021-10-24,28,2.0,3.0
2021-10-23,30,1.0,5.0
2021-10-22,30,1.0,1.0
2021-10-21,28,2.0,7.0
2021-10-20,29,2.0,3.0
2021-10-19,28,1.0,5.0
2021-10-18,27,2.0,5.0
2021-10-17,26,2.0,7.0
2021-10-16,28,1.0,4.0
2021-10-15,27,1.0,3.0
2021-10-14,28,0.0,3.0
2021-10-13,30,0.0,3.0
2021-10-12,34,1.0,2.0
2021-10-11,34,1.0,5.0
2021-10-10,32,0.0,4.0
2021-10-09,27,0.0,4.0
2021-10-08,25,0.0,10.0
2021-10-07,22,0.0,7.0
2021-10-06,22,1.0,4.0
2021-10-05,25,1.0,5.0
2021-10-04,22,1.0,5.0
2021-10-03,22,1.0,2.0
2021-10-02,19,1.0,4.0
2021-10-01,21,1.0,4.0
2021-09-30,23,1.0,3.0
2021-09-29,27,1.0,2.0
2021-09-28,28,1.0,5.0
2021-09-27,29,1.0,5.0
2021-09-26,27,0.0,3.0
2021-09-25,27,0.0,5.0
2021-09-24,29,0.0,5.0
2021-09-23,25,0.0,6.0
2021-09-22,23,0.0,4.0
2021-09-21,28,1.0,4.0
2021-09-20,31,1.0,3.0
2021-09-19,26,1.0,6.0
2021-09-18,29,2.0,0.0
2021-09-17,32,4.0,1.0
2021-09-16,32,4.0,5.0
2021-09-15,39,4.0,4.0
2021-09-14,42,4.0,4.0
2021-09-13,43,3.0,6.0
2021-09-12,46,3.0,0.0
2021-09-11,46,3.0,4.0
2021-09-10,47,3.0,7.0
2021-09-09,45,2.0,7.0
2021-09-08,46,3.0,5.0
2021-09-07,45,2.0,6.0
2021-09-06,51,2.0,7.0
2021-09-05,47,2.0,6.0
2021-09-04,49,3.0,3.0
2021-09-03,48,3.0,8.0
2021-09-02,51,2.0,4.0
2021-09-01,52,3.0,5.0
2021-08-31,51,2.0,6.0
2021-08-30,49,2.0,5.0
2021-08-29,46,3.0,6.0
2021-08-28,43,3.0,9.0
2021-08-27,45,3.0,4.0
2021-08-26,41,3.0,11.0
2021-08-25,34,3.0,10.0
2021-08-24,40,2.0,2.0
2021-08-23,39,2.0,7.0
2021-08-22,37,3.0,5.0
2021-08-21,35,3.0,5.0
2021-08-20,34,4.0,3.0
2021-08-19,31,3.0,2.0
2021-08-18,30,3.0,9.0
2021-08-17,34,3.0,6.0
2021-08-16,34,3.0,7.0
2021-08-15,30,3.0,5.0
2021-08-14,30,2.0,6.0
