date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-14,69.0,1.0,
2021-12-13,65.0,2.0,
2021-12-12,56.0,2.0,11.0
2021-12-11,48.0,2.0,12.0
2021-12-10,54.0,5.0,9.0
2021-12-09,58.0,6.0,1.0
2021-12-08,53.0,6.0,7.0
2021-12-07,53.0,6.0,6.0
2021-12-06,47.0,7.0,6.0
2021-12-05,44.0,7.0,11.0
2021-12-04,44.0,7.0,3.0
2021-12-03,49.0,7.0,3.0
2021-12-02,49.0,5.0,6.0
2021-12-01,43.0,5.0,6.0
2021-11-30,43.0,5.0,9.0
2021-11-29,45.0,6.0,3.0
2021-11-28,44.0,6.0,3.0
2021-11-27,44.0,6.0,4.0
2021-11-26,45.0,7.0,4.0
2021-11-25,47.0,7.0,4.0
2021-11-24,44.0,5.0,4.0
2021-11-23,43.0,7.0,0.0
2021-11-22,44.0,6.0,5.0
2021-11-21,42.0,6.0,5.0
2021-11-20,41.0,6.0,4.0
2021-11-19,46.0,6.0,3.0
2021-11-18,44.0,6.0,3.0
2021-11-17,46.0,6.0,6.0
2021-11-16,42.0,6.0,5.0
2021-11-15,44.0,6.0,7.0
2021-11-14,43.0,7.0,2.0
2021-11-13,45.0,5.0,5.0
2021-11-12,39.0,4.0,6.0
2021-11-11,45.0,5.0,6.0
2021-11-10,45.0,4.0,5.0
2021-11-09,49.0,4.0,6.0
2021-11-08,51.0,5.0,3.0
2021-11-07,45.0,5.0,7.0
2021-11-06,46.0,4.0,2.0
2021-11-05,44.0,3.0,10.0
2021-11-04,43.0,5.0,4.0
2021-11-03,44.0,5.0,6.0
2021-11-02,46.0,6.0,6.0
2021-11-01,50.0,6.0,8.0
2021-10-31,47.0,5.0,8.0
2021-10-30,42.0,5.0,4.0
2021-10-29,41.0,4.0,5.0
2021-10-28,42.0,3.0,4.0
2021-10-27,40.0,1.0,5.0
2021-10-26,40.0,2.0,4.0
2021-10-25,39.0,2.0,3.0
2021-10-24,37.0,2.0,4.0
2021-10-23,34.0,2.0,3.0
2021-10-22,44.0,2.0,6.0
2021-10-21,38.0,3.0,2.0
2021-10-20,37.0,5.0,6.0
2021-10-19,32.0,4.0,6.0
2021-10-18,31.0,4.0,6.0
2021-10-17,30.0,4.0,4.0
2021-10-16,29.0,4.0,6.0
2021-10-15,31.0,5.0,2.0
2021-10-14,34.0,5.0,4.0
2021-10-13,37.0,6.0,5.0
2021-10-12,37.0,6.0,2.0
2021-10-11,37.0,5.0,3.0
2021-10-10,39.0,5.0,0.0
2021-10-09,36.0,4.0,7.0
2021-10-08,35.0,7.0,2.0
2021-10-07,35.0,6.0,7.0
2021-10-06,34.0,6.0,4.0
2021-10-05,33.0,6.0,4.0
2021-10-04,31.0,4.0,2.0
2021-10-03,32.0,4.0,5.0
2021-10-02,28.0,4.0,2.0
2021-10-01,28.0,4.0,7.0
2021-09-30,25.0,4.0,4.0
2021-09-29,26.0,4.0,2.0
2021-09-28,31.0,4.0,4.0
2021-09-27,29.0,4.0,2.0
2021-09-26,29.0,4.0,4.0
2021-09-25,29.0,6.0,5.0
2021-09-24,30.0,6.0,2.0
2021-09-23,32.0,6.0,5.0
2021-09-22,30.0,5.0,5.0
2021-09-21,35.0,6.0,2.0
2021-09-20,31.0,7.0,2.0
2021-09-19,33.0,6.0,4.0
2021-09-18,33.0,6.0,4.0
2021-09-17,32.0,7.0,5.0
2021-09-16,34.0,7.0,1.0
2021-09-15,36.0,6.0,5.0
2021-09-14,38.0,6.0,4.0
2021-09-13,34.0,6.0,3.0
2021-09-12,35.0,5.0,4.0
2021-09-11,41.0,5.0,3.0
2021-09-10,44.0,6.0,6.0
2021-09-09,45.0,7.0,6.0
2021-09-08,44.0,7.0,8.0
2021-09-07,42.0,6.0,4.0
2021-09-06,47.0,6.0,7.0
2021-09-05,42.0,6.0,4.0
2021-09-04,40.0,7.0,6.0
2021-09-03,45.0,7.0,3.0
2021-09-02,41.0,5.0,11.0
2021-09-01,38.0,5.0,1.0
2021-08-31,38.0,5.0,9.0
2021-08-30,35.0,5.0,5.0
2021-08-29,38.0,7.0,4.0
2021-08-28,38.0,6.0,6.0
2021-08-27,37.0,6.0,3.0
2021-08-26,37.0,5.0,2.0
2021-08-25,35.0,3.0,5.0
2021-08-24,34.0,3.0,6.0
2021-08-23,36.0,2.0,4.0
2021-08-22,36.0,2.0,5.0
2021-08-21,34.0,2.0,3.0
2021-08-20,38.0,2.0,2.0
2021-08-19,38.0,2.0,4.0
2021-08-18,39.0,3.0,5.0
2021-08-17,36.0,3.0,5.0
2021-08-16,36.0,2.0,4.0
2021-08-15,40.0,2.0,4.0
2021-08-14,37.0,4.0,3.0
2021-08-13,43.0,5.0,4.0
2021-08-12,46.0,5.0,5.0
2021-08-11,44.0,5.0,6.0
2021-08-10,47.0,5.0,3.0
2021-08-09,47.0,6.0,5.0
2021-08-08,45.0,5.0,5.0
2021-08-07,42.0,7.0,2.0
2021-08-06,48.0,8.0,1.0
2021-08-05,44.0,7.0,5.0
2021-08-04,46.0,6.0,2.0
2021-08-03,45.0,5.0,2.0
2021-08-02,48.0,5.0,6.0
2021-08-01,47.0,6.0,3.0
2021-07-31,43.0,6.0,4.0
2021-07-30,49.0,6.0,9.0
2021-07-29,45.0,5.0,5.0
2021-07-28,47.0,3.0,6.0
2021-07-27,48.0,3.0,9.0
2021-07-26,49.0,4.0,3.0
2021-07-25,51.0,4.0,5.0
2021-07-24,52.0,4.0,5.0
2021-07-23,55.0,3.0,6.0
2021-07-22,60.0,3.0,4.0
2021-07-21,56.0,3.0,5.0
2021-07-20,54.0,3.0,6.0
2021-07-19,54.0,4.0,8.0
2021-07-18,55.0,3.0,7.0
2021-07-17,50.0,3.0,6.0
2021-07-16,54.0,5.0,6.0
2021-07-15,56.0,8.0,10.0
2021-07-14,61.0,9.0,3.0
2021-07-13,58.0,9.0,7.0
2021-07-12,53.0,10.0,12.0
2021-07-11,50.0,9.0,4.0
2021-07-10,47.0,10.0,4.0
2021-07-09,49.0,10.0,8.0
2021-07-08,48.0,11.0,3.0
2021-07-07,46.0,13.0,7.0
2021-07-06,46.0,10.0,6.0
2021-07-05,42.0,9.0,9.0
2021-07-04,44.0,7.0,4.0
2021-07-03,36.0,7.0,2.0
2021-07-02,31.0,8.0,11.0
2021-07-01,31.0,6.0,5.0
2021-06-30,28.0,7.0,5.0
2021-06-29,29.0,7.0,3.0
2021-06-28,25.0,7.0,2.0
2021-06-27,25.0,5.0,2.0
2021-06-26,25.0,6.0,1.0
2021-06-25,24.0,5.0,0.0
2021-06-24,25.0,5.0,1.0
2021-06-23,25.0,6.0,4.0
2021-06-22,30.0,6.0,2.0
2021-06-21,30.0,6.0,3.0
2021-06-20,37.0,9.0,4.0
2021-06-19,36.0,9.0,1.0
2021-06-18,39.0,10.0,2.0
2021-06-17,40.0,10.0,6.0
2021-06-16,41.0,12.0,3.0
2021-06-15,42.0,12.0,6.0
2021-06-14,45.0,13.0,3.0
2021-06-13,43.0,11.0,11.0
2021-06-12,42.0,11.0,4.0
2021-06-11,45.0,12.0,5.0
2021-06-10,40.0,10.0,10.0
2021-06-09,39.0,10.0,4.0
2021-06-08,39.0,10.0,6.0
2021-06-07,38.0,9.0,7.0
2021-06-06,37.0,9.0,4.0
2021-06-05,34.0,8.0,4.0
2021-06-04,34.0,6.0,2.0
2021-06-03,39.0,8.0,3.0
2021-06-02,42.0,10.0,6.0
2021-06-01,42.0,11.0,5.0
2021-05-31,43.0,9.0,0.0
2021-05-30,47.0,12.0,3.0
2021-05-29,47.0,12.0,1.0
2021-05-28,48.0,10.0,8.0
2021-05-27,49.0,9.0,3.0
2021-05-26,44.0,9.0,6.0
2021-05-25,41.0,8.0,14.0
2021-05-24,44.0,8.0,10.0
2021-05-23,34.0,6.0,4.0
2021-05-22,32.0,8.0,7.0
2021-05-21,30.0,7.0,9.0
2021-05-20,30.0,7.0,5.0
2021-05-19,25.0,5.0,5.0
2021-05-18,24.0,5.0,2.0
2021-05-17,19.0,5.0,2.0
2021-05-16,18.0,5.0,3.0
2021-05-15,24.0,5.0,2.0
2021-05-14,20.0,5.0,3.0
2021-05-13,18.0,5.0,5.0
2021-05-12,19.0,3.0,3.0
2021-05-11,18.0,3.0,4.0
2021-05-10,12.0,3.0,5.0
2021-05-09,11.0,3.0,3.0
2021-05-08,12.0,3.0,1.0
2021-05-07,14.0,3.0,0.0
2021-05-06,15.0,3.0,1.0
2021-05-05,12.0,3.0,5.0
2021-05-04,13.0,3.0,1.0
2021-05-03,13.0,3.0,0.0
2021-05-02,13.0,3.0,0.0
2021-05-01,13.0,3.0,1.0
2021-04-30,13.0,2.0,1.0
2021-04-29,12.0,2.0,2.0
2021-04-28,12.0,2.0,1.0
2021-04-27,11.0,2.0,1.0
2021-04-26,12.0,2.0,1.0
2021-04-25,12.0,2.0,1.0
2021-04-24,12.0,2.0,1.0
2021-04-23,16.0,2.0,2.0
2021-04-22,16.0,2.0,0.0
2021-04-21,15.0,2.0,4.0
2021-04-20,15.0,2.0,1.0
2021-04-19,12.0,2.0,3.0
2021-04-18,13.0,4.0,2.0
2021-04-17,14.0,4.0,3.0
2021-04-16,13.0,4.0,1.0
2021-04-15,14.0,4.0,0.0
2021-04-14,14.0,4.0,3.0
2021-04-13,14.0,3.0,3.0
2021-04-12,12.0,2.0,1.0
2021-04-11,12.0,2.0,0.0
2021-04-10,12.0,2.0,2.0
2021-04-09,15.0,2.0,0.0
2021-04-08,17.0,2.0,3.0
2021-04-07,13.0,2.0,3.0
2021-04-06,13.0,2.0,2.0
2021-04-05,12.0,2.0,2.0
2021-04-04,14.0,2.0,7.0
2021-04-03,13.0,2.0,4.0
2021-04-02,19.0,2.0,2.0
2021-04-01,21.0,2.0,0.0
2021-03-31,21.0,2.0,0.0
2021-03-30,23.0,2.0,0.0
2021-03-29,21.0,2.0,3.0
2021-03-28,20.0,2.0,3.0
2021-03-27,18.0,2.0,1.0
2021-03-26,20.0,2.0,1.0
2021-03-25,25.0,3.0,1.0
2021-03-24,27.0,3.0,0.0
2021-03-23,28.0,2.0,2.0
2021-03-22,34.0,4.0,3.0
2021-03-21,37.0,4.0,0.0
2021-03-20,36.0,6.0,4.0
2021-03-19,40.0,6.0,2.0
2021-03-18,42.0,5.0,5.0
2021-03-17,47.0,5.0,1.0
2021-03-16,49.0,7.0,3.0
2021-03-15,49.0,8.0,7.0
2021-03-14,51.0,11.0,4.0
2021-03-13,52.0,11.0,2.0
2021-03-12,49.0,11.0,5.0
2021-03-11,50.0,7.0,4.0
2021-03-10,51.0,8.0,4.0
2021-03-09,56.0,9.0,3.0
2021-03-08,56.0,11.0,4.0
2021-03-07,56.0,10.0,3.0
2021-03-06,57.0,9.0,2.0
2021-03-05,54.0,10.0,4.0
2021-03-04,61.0,10.0,7.0
2021-03-03,66.0,11.0,4.0
2021-03-02,60.0,8.0,2.0
2021-03-01,68.0,9.0,10.0
2021-02-28,66.0,10.0,3.0
2021-02-27,69.0,12.0,7.0
2021-02-26,78.0,14.0,5.0
