date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-14,20.0,0.0,
2021-12-13,19.0,0.0,
2021-12-12,21.0,0.0,2.0
2021-12-11,23.0,0.0,0.0
2021-12-10,24.0,0.0,1.0
2021-12-09,24.0,0.0,3.0
2021-12-08,24.0,0.0,4.0
2021-12-07,26.0,0.0,2.0
2021-12-06,18.0,0.0,5.0
2021-12-05,16.0,0.0,10.0
2021-12-04,18.0,1.0,3.0
2021-12-03,15.0,1.0,1.0
2021-12-02,20.0,1.0,6.0
2021-12-01,19.0,1.0,1.0
2021-11-30,20.0,1.0,2.0
2021-11-29,17.0,1.0,4.0
2021-11-28,17.0,1.0,4.0
2021-11-27,18.0,1.0,1.0
2021-11-26,13.0,0.0,2.0
2021-11-25,14.0,0.0,4.0
2021-11-24,14.0,0.0,4.0
2021-11-23,20.0,0.0,1.0
2021-11-22,21.0,0.0,0.0
2021-11-21,20.0,0.0,3.0
2021-11-20,23.0,0.0,4.0
2021-11-19,23.0,0.0,2.0
2021-11-18,19.0,0.0,3.0
2021-11-17,20.0,0.0,6.0
2021-11-16,23.0,0.0,5.0
2021-11-15,24.0,0.0,4.0
2021-11-14,26.0,0.0,3.0
2021-11-13,22.0,0.0,3.0
2021-11-12,23.0,0.0,2.0
2021-11-11,24.0,0.0,5.0
2021-11-10,27.0,0.0,3.0
2021-11-09,26.0,0.0,1.0
2021-11-08,24.0,0.0,4.0
2021-11-07,23.0,0.0,3.0
2021-11-06,23.0,0.0,3.0
2021-11-05,26.0,0.0,2.0
2021-11-04,28.0,0.0,7.0
2021-11-03,26.0,0.0,0.0
2021-11-02,31.0,0.0,5.0
2021-11-01,28.0,0.0,7.0
2021-10-31,31.0,0.0,2.0
2021-10-30,33.0,0.0,2.0
2021-10-29,34.0,1.0,5.0
2021-10-28,32.0,1.0,5.0
2021-10-27,30.0,1.0,4.0
2021-10-26,33.0,0.0,3.0
2021-10-25,32.0,0.0,2.0
2021-10-24,28.0,0.0,8.0
2021-10-23,29.0,0.0,2.0
2021-10-22,28.0,0.0,4.0
2021-10-21,30.0,0.0,3.0
2021-10-20,28.0,0.0,5.0
2021-10-19,28.0,0.0,3.0
2021-10-18,25.0,0.0,6.0
2021-10-17,14.0,0.0,2.0
2021-10-16,14.0,0.0,10.0
2021-10-15,15.0,0.0,0.0
2021-10-14,17.0,0.0,0.0
2021-10-13,18.0,0.0,1.0
2021-10-12,21.0,0.0,2.0
2021-10-11,19.0,0.0,3.0
2021-10-10,16.0,0.0,2.0
2021-10-09,17.0,0.0,4.0
2021-10-08,17.0,0.0,2.0
2021-10-07,16.0,0.0,4.0
2021-10-06,15.0,1.0,4.0
2021-10-05,17.0,0.0,6.0
2021-10-04,16.0,0.0,2.0
2021-10-03,15.0,1.0,2.0
2021-10-02,18.0,2.0,2.0
2021-10-01,21.0,1.0,0.0
2021-09-30,19.0,1.0,2.0
2021-09-29,18.0,2.0,4.0
2021-09-28,21.0,2.0,2.0
2021-09-27,19.0,1.0,3.0
2021-09-26,24.0,1.0,2.0
2021-09-25,19.0,1.0,2.0
