date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,20.0,1.0,
2021-12-20,22.0,1.0,
2021-12-19,27.0,1.0,4.0
2021-12-18,25.0,1.0,5.0
2021-12-17,25.0,1.0,8.0
2021-12-16,27.0,2.0,3.0
2021-12-15,27.0,2.0,4.0
2021-12-14,27.0,3.0,3.0
2021-12-13,24.0,2.0,6.0
2021-12-12,22.0,2.0,13.0
2021-12-11,19.0,1.0,7.0
2021-12-10,21.0,1.0,7.0
2021-12-09,22.0,2.0,3.0
2021-12-08,24.0,3.0,6.0
2021-12-07,19.0,3.0,7.0
2021-12-06,17.0,3.0,8.0
2021-12-05,12.0,3.0,5.0
2021-12-04,14.0,3.0,0.0
2021-12-03,16.0,3.0,1.0
2021-12-02,19.0,3.0,3.0
2021-12-01,25.0,3.0,3.0
2021-11-30,26.0,3.0,3.0
2021-11-29,22.0,3.0,8.0
2021-11-28,21.0,3.0,1.0
2021-11-27,21.0,5.0,4.0
2021-11-26,24.0,5.0,3.0
2021-11-25,22.0,6.0,4.0
2021-11-24,24.0,5.0,4.0
2021-11-23,25.0,4.0,2.0
2021-11-22,27.0,4.0,2.0
2021-11-21,30.0,4.0,2.0
2021-11-20,27.0,4.0,2.0
2021-11-19,32.0,4.0,2.0
2021-11-18,29.0,5.0,7.0
2021-11-17,33.0,5.0,6.0
2021-11-16,32.0,5.0,6.0
2021-11-15,34.0,5.0,9.0
2021-11-14,33.0,7.0,9.0
2021-11-13,32.0,7.0,4.0
2021-11-12,34.0,7.0,5.0
2021-11-11,32.0,7.0,6.0
2021-11-10,33.0,7.0,5.0
2021-11-09,34.0,7.0,2.0
2021-11-08,30.0,6.0,7.0
2021-11-07,31.0,6.0,7.0
2021-11-06,33.0,7.0,4.0
2021-11-05,30.0,7.0,5.0
2021-11-04,31.0,8.0,8.0
2021-11-03,29.0,7.0,12.0
2021-11-02,23.0,7.0,9.0
2021-11-01,30.0,7.0,5.0
2021-10-31,39.0,6.0,5.0
2021-10-30,35.0,4.0,4.0
2021-10-29,38.0,4.0,3.0
2021-10-28,44.0,3.0,2.0
2021-10-27,40.0,4.0,8.0
2021-10-26,37.0,3.0,10.0
2021-10-25,36.0,3.0,10.0
2021-10-24,37.0,3.0,7.0
2021-10-23,35.0,2.0,5.0
2021-10-22,35.0,2.0,3.0
2021-10-21,37.0,2.0,7.0
2021-10-20,35.0,2.0,6.0
2021-10-19,35.0,2.0,9.0
2021-10-18,36.0,2.0,7.0
2021-10-17,35.0,2.0,4.0
2021-10-16,31.0,1.0,7.0
2021-10-15,30.0,0.0,7.0
2021-10-14,29.0,0.0,11.0
2021-10-13,25.0,0.0,6.0
2021-10-12,24.0,0.0,4.0
2021-10-11,29.0,0.0,3.0
2021-10-10,27.0,1.0,2.0
2021-10-09,24.0,1.0,7.0
2021-10-08,24.0,1.0,5.0
2021-10-07,25.0,1.0,6.0
2021-10-06,21.0,3.0,11.0
2021-10-05,16.0,3.0,12.0
2021-10-04,14.0,3.0,3.0
2021-10-03,20.0,3.0,3.0
2021-10-02,17.0,3.0,4.0
2021-10-01,15.0,3.0,7.0
2021-09-30,16.0,3.0,4.0
2021-09-29,23.0,3.0,2.0
2021-09-28,22.0,4.0,3.0
2021-09-27,27.0,4.0,6.0
2021-09-26,26.0,4.0,4.0
2021-09-25,27.0,4.0,3.0
2021-09-24,27.0,4.0,4.0
2021-09-23,24.0,4.0,6.0
2021-09-22,27.0,4.0,2.0
2021-09-21,34.0,4.0,1.0
2021-09-20,31.0,4.0,6.0
2021-09-19,32.0,4.0,5.0
2021-09-18,29.0,4.0,5.0
2021-09-17,26.0,4.0,3.0
2021-09-16,29.0,5.0,7.0
2021-09-15,35.0,4.0,8.0
2021-09-14,38.0,4.0,2.0
2021-09-13,50.0,4.0,8.0
2021-09-12,47.0,4.0,5.0
2021-09-11,49.0,3.0,9.0
2021-09-10,49.0,2.0,7.0
2021-09-09,48.0,3.0,5.0
2021-09-08,48.0,3.0,11.0
2021-09-07,48.0,3.0,10.0
2021-09-06,45.0,3.0,8.0
2021-09-05,48.0,2.0,4.0
2021-09-04,48.0,2.0,10.0
2021-09-03,44.0,2.0,17.0
2021-09-02,46.0,4.0,12.0
2021-09-01,51.0,4.0,5.0
2021-08-31,48.0,4.0,16.0
2021-08-30,53.0,4.0,3.0
2021-08-29,59.0,4.0,3.0
2021-08-28,54.0,3.0,8.0
2021-08-27,54.0,3.0,11.0
2021-08-26,59.0,3.0,8.0
2021-08-25,56.0,3.0,13.0
2021-08-24,53.0,3.0,13.0
2021-08-23,58.0,3.0,7.0
2021-08-22,55.0,3.0,8.0
2021-08-21,54.0,3.0,7.0
2021-08-20,57.0,3.0,2.0
2021-08-19,53.0,3.0,12.0
2021-08-18,52.0,4.0,11.0
2021-08-17,51.0,4.0,12.0
2021-08-16,49.0,4.0,12.0
2021-08-15,40.0,5.0,20.0
2021-08-14,36.0,5.0,16.0
2021-08-13,37.0,4.0,12.0
2021-08-12,34.0,3.0,5.0
2021-08-11,36.0,3.0,4.0
2021-08-10,33.0,3.0,12.0
2021-08-09,36.0,4.0,7.0
2021-08-08,33.0,3.0,5.0
2021-08-07,32.0,3.0,8.0
2021-08-06,29.0,3.0,10.0
2021-08-05,35.0,4.0,6.0
2021-08-04,36.0,3.0,11.0
2021-08-03,37.0,2.0,1.0
2021-08-02,37.0,2.0,5.0
2021-08-01,34.0,2.0,7.0
2021-07-31,34.0,2.0,3.0
2021-07-30,32.0,2.0,0.0
2021-07-29,32.0,2.0,8.0
2021-07-28,33.0,3.0,6.0
2021-07-27,32.0,1.0,6.0
2021-07-26,33.0,1.0,9.0
2021-07-25,29.0,0.0,11.0
2021-07-24,31.0,0.0,4.0
2021-07-23,30.0,0.0,4.0
2021-07-22,31.0,0.0,6.0
2021-07-21,27.0,0.0,7.0
2021-07-20,26.0,0.0,8.0
2021-07-19,25.0,0.0,6.0
2021-07-18,23.0,0.0,7.0
2021-07-17,21.0,1.0,7.0
2021-07-16,24.0,1.0,3.0
2021-07-15,21.0,1.0,9.0
2021-07-14,21.0,1.0,5.0
2021-07-13,19.0,1.0,6.0
2021-07-12,15.0,1.0,6.0
2021-07-11,12.0,1.0,7.0
2021-07-10,9.0,1.0,7.0
2021-07-09,9.0,1.0,3.0
2021-07-08,8.0,1.0,3.0
2021-07-07,9.0,1.0,4.0
2021-07-06,10.0,1.0,1.0
2021-07-05,12.0,1.0,1.0
2021-07-04,14.0,1.0,1.0
2021-07-03,12.0,1.0,4.0
2021-07-02,12.0,1.0,2.0
2021-07-01,6.0,1.0,8.0
2021-06-30,6.0,1.0,3.0
2021-06-29,4.0,1.0,2.0
2021-06-28,4.0,1.0,4.0
2021-06-27,6.0,1.0,0.0
2021-06-26,5.0,1.0,0.0
2021-06-25,4.0,0.0,1.0
2021-06-24,4.0,0.0,2.0
2021-06-23,6.0,0.0,1.0
2021-06-22,5.0,0.0,3.0
2021-06-21,5.0,0.0,3.0
2021-06-20,5.0,0.0,1.0
2021-06-19,3.0,0.0,4.0
2021-06-18,3.0,0.0,0.0
2021-06-17,2.0,0.0,1.0
2021-06-16,2.0,0.0,1.0
2021-06-15,2.0,0.0,0.0
2021-06-14,2.0,0.0,1.0
2021-06-13,2.0,0.0,0.0
2021-06-12,2.0,0.0,1.0
2021-06-11,2.0,0.0,1.0
2021-06-10,4.0,0.0,0.0
