date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,23.0,3.0,
2021-12-20,20.0,2.0,
2021-12-19,21.0,2.0,5.0
2021-12-18,20.0,2.0,3.0
2021-12-17,17.0,2.0,6.0
2021-12-16,16.0,2.0,3.0
2021-12-15,24.0,2.0,3.0
2021-12-14,29.0,4.0,2.0
2021-12-13,30.0,4.0,1.0
2021-12-12,28.0,3.0,3.0
2021-12-11,24.0,3.0,3.0
2021-12-10,26.0,3.0,4.0
2021-12-09,22.0,4.0,3.0
2021-12-08,25.0,4.0,0.0
2021-12-07,23.0,5.0,3.0
2021-12-06,26.0,5.0,1.0
2021-12-05,26.0,5.0,1.0
2021-12-04,28.0,5.0,1.0
2021-12-03,33.0,5.0,1.0
2021-12-02,34.0,5.0,0.0
2021-12-01,33.0,5.0,2.0
2021-11-30,37.0,5.0,1.0
2021-11-29,38.0,5.0,5.0
2021-11-28,36.0,4.0,4.0
2021-11-27,37.0,5.0,2.0
2021-11-26,32.0,4.0,7.0
2021-11-25,32.0,3.0,0.0
2021-11-24,29.0,3.0,6.0
2021-11-23,28.0,2.0,4.0
2021-11-22,29.0,2.0,2.0
2021-11-21,30.0,3.0,3.0
2021-11-20,29.0,3.0,5.0
2021-11-19,25.0,3.0,4.0
2021-11-18,23.0,3.0,5.0
2021-11-17,26.0,3.0,0.0
2021-11-16,28.0,3.0,1.0
2021-11-15,30.0,3.0,2.0
2021-11-14,30.0,4.0,3.0
2021-11-13,30.0,3.0,5.0
2021-11-12,31.0,3.0,2.0
2021-11-11,29.0,0.0,2.0
2021-11-10,29.0,2.0,4.0
2021-11-09,27.0,2.0,2.0
2021-11-08,27.0,1.0,3.0
2021-11-07,24.0,1.0,3.0
2021-11-06,29.0,1.0,1.0
2021-11-05,28.0,0.0,8.0
2021-11-04,29.0,1.0,4.0
2021-11-03,33.0,1.0,1.0
2021-11-02,28.0,0.0,4.0
2021-11-01,35.0,0.0,5.0
2021-10-31,28.0,0.0,4.0
2021-10-30,28.0,0.0,2.0
2021-10-29,28.0,0.0,3.0
2021-10-28,27.0,0.0,3.0
2021-10-27,29.0,0.0,4.0
2021-10-26,31.0,0.0,3.0
2021-10-25,31.0,0.0,6.0
2021-10-24,29.0,0.0,4.0
2021-10-23,27.0,0.0,4.0
2021-10-22,32.0,1.0,0.0
2021-10-21,32.0,1.0,2.0
2021-10-20,34.0,1.0,1.0
2021-10-19,35.0,1.0,1.0
2021-10-18,30.0,1.0,6.0
2021-10-17,24.0,1.0,2.0
2021-10-16,24.0,1.0,9.0
2021-10-15,22.0,1.0,2.0
2021-10-14,21.0,1.0,3.0
2021-10-13,14.0,1.0,5.0
2021-10-12,13.0,1.0,2.0
2021-10-11,12.0,1.0,1.0
2021-10-10,13.0,1.0,2.0
2021-10-09,9.0,1.0,1.0
2021-10-08,11.0,2.0,1.0
2021-10-07,9.0,1.0,2.0
2021-10-06,11.0,1.0,0.0
2021-10-05,14.0,1.0,0.0
2021-10-04,15.0,1.0,1.0
