date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-03-31,11.0,0.0,
2021-03-30,15.0,0.0,0.0
2021-03-29,16.0,0.0,1.0
2021-03-28,16.0,0.0,1.0
2021-03-27,17.0,0.0,1.0
2021-03-26,18.0,1.0,1.0
2021-03-25,21.0,1.0,2.0
2021-03-24,23.0,1.0,0.0
2021-03-23,22.0,1.0,0.0
2021-03-22,24.0,2.0,2.0
2021-03-21,22.0,2.0,1.0
2021-03-20,22.0,2.0,3.0
2021-03-19,21.0,3.0,2.0
2021-03-18,28.0,6.0,3.0
2021-03-17,28.0,6.0,1.0
2021-03-16,30.0,5.0,2.0
2021-03-15,31.0,5.0,2.0
2021-03-14,35.0,8.0,3.0
2021-03-13,32.0,8.0,2.0
2021-03-12,33.0,10.0,3.0
2021-03-11,37.0,9.0,2.0
2021-03-10,41.0,11.0,3.0
2021-03-09,44.0,12.0,4.0
2021-03-08,48.0,13.0,4.0
2021-03-07,49.0,14.0,4.0
2021-03-06,47.0,13.0,2.0
2021-03-05,55.0,15.0,3.0
2021-03-04,65.0,16.0,1.0
2021-03-03,69.0,15.0,1.0
2021-03-02,76.0,17.0,2.0
2021-03-01,85.0,18.0,3.0
2021-02-28,83.0,18.0,2.0
2021-02-27,86.0,20.0,5.0
2021-02-26,91.0,22.0,0.0
2021-02-25,89.0,22.0,3.0
2021-02-24,97.0,23.0,8.0
2021-02-23,103.0,24.0,2.0
2021-02-22,94.0,12.0,4.0
2021-02-21,99.0,25.0,7.0
2021-02-20,93.0,27.0,6.0
2021-02-19,89.0,27.0,11.0
2021-02-18,86.0,28.0,9.0
2021-02-17,89.0,29.0,11.0
2021-02-16,92.0,29.0,12.0
2021-02-15,96.0,30.0,6.0
2021-02-14,98.0,30.0,4.0
2021-02-13,100.0,30.0,2.0
2021-02-12,102.0,30.0,8.0
2021-02-11,111.0,32.0,6.0
2021-02-10,126.0,34.0,0.0
2021-02-09,134.0,35.0,7.0
2021-02-08,131.0,36.0,5.0
2021-02-07,137.0,40.0,11.0
2021-02-06,137.0,38.0,6.0
2021-02-05,140.0,44.0,7.0
2021-02-04,159.0,48.0,10.0
2021-02-03,167.0,49.0,3.0
2021-02-02,178.0,50.0,6.0
2021-02-01,195.0,48.0,13.0
2021-01-31,188.0,45.0,8.0
2021-01-30,188.0,45.0,16.0
2021-01-29,194.0,45.0,8.0
2021-01-28,204.0,44.0,8.0
2021-01-27,217.0,47.0,8.0
2021-01-26,224.0,50.0,10.0
2021-01-25,227.0,49.0,16.0
2021-01-24,225.0,49.0,17.0
2021-01-23,231.0,49.0,20.0
2021-01-22,236.0,48.0,8.0
2021-01-21,244.0,46.0,14.0
2021-01-20,248.0,43.0,13.0
2021-01-19,253.0,44.0,20.0
2021-01-18,261.0,45.0,26.0
2021-01-17,256.0,44.0,21.0
2021-01-16,254.0,46.0,19.0
2021-01-15,270.0,46.0,19.0
2021-01-14,262.0,45.0,21.0
2021-01-13,258.0,54.0,19.0
2021-01-12,243.0,52.0,38.0
2021-01-11,222.0,39.0,24.0
2021-01-10,207.0,46.0,28.0
2021-01-09,186.0,44.0,38.0
2021-01-08,176.0,37.0,22.0
2021-01-07,174.0,41.0,24.0
2021-01-06,171.0,38.0,35.0
2021-01-05,153.0,38.0,16.0
2021-01-04,138.0,30.0,35.0
2021-01-03,135.0,30.0,36.0
2021-01-02,133.0,28.0,17.0
2021-01-01,130.0,27.0,14.0
2020-12-31,137.0,25.0,10.0
2020-12-30,135.0,24.0,16.0
2020-12-29,141.0,24.0,10.0
2020-12-28,136.0,21.0,16.0
2020-12-27,126.0,20.0,13.0
2020-12-26,118.0,19.0,14.0
2020-12-25,122.0,17.0,12.0
2020-12-24,128.0,17.0,4.0
2020-12-23,130.0,18.0,13.0
2020-12-22,134.0,15.0,12.0
2020-12-21,126.0,15.0,7.0
2020-12-20,124.0,12.0,14.0
2020-12-19,115.0,11.0,8.0
2020-12-18,113.0,10.0,11.0
2020-12-17,111.0,12.0,13.0
2020-12-16,102.0,10.0,13.0
2020-12-15,98.0,9.0,13.0
2020-12-14,86.0,5.0,14.0
2020-12-13,82.0,5.0,19.0
2020-12-12,116.0,8.0,7.0
2020-12-11,70.0,5.0,13.0
2020-12-10,57.0,5.0,12.0
2020-12-09,54.0,6.0,17.0
2020-12-08,50.0,5.0,8.0
2020-12-07,56.0,5.0,6.0
2020-12-06,60.0,6.0,6.0
2020-12-05,57.0,6.0,0.0
2020-12-04,55.0,6.0,7.0
2020-12-03,52.0,7.0,6.0
2020-12-02,54.0,7.0,6.0
2020-12-01,54.0,6.0,6.0
2020-11-30,52.0,6.0,7.0
2020-11-29,48.0,6.0,6.0
2020-11-28,48.0,6.0,6.0
2020-11-27,46.0,6.0,1.0
2020-11-26,49.0,7.0,6.0
2020-11-25,50.0,9.0,3.0
2020-11-24,56.0,9.0,4.0
2020-11-23,55.0,6.0,1.0
2020-11-22,60.0,9.0,4.0
2020-11-21,60.0,10.0,3.0
2020-11-20,69.0,9.0,4.0
2020-11-19,69.0,8.0,3.0
2020-11-18,67.0,7.0,3.0
2020-11-17,64.0,6.0,5.0
2020-11-16,65.0,6.0,5.0
2020-11-15,66.0,8.0,4.0
2020-11-14,66.0,6.0,9.0
2020-11-13,70.0,8.0,1.0
2020-11-12,67.0,6.0,3.0
2020-11-11,54.0,3.0,7.0
2020-11-10,60.0,3.0,6.0
2020-11-09,59.0,3.0,4.0
2020-11-08,20.0,1.0,9.0
2020-11-07,64.0,4.0,2.0
2020-11-06,67.0,5.0,2.0
2020-11-05,69.0,7.0,6.0
2020-11-04,68.0,6.0,5.0
2020-11-03,68.0,6.0,4.0
2020-11-02,60.0,6.0,6.0
2020-11-01,50.0,2.0,10.0
2020-10-31,49.0,4.0,9.0
2020-10-30,42.0,4.0,7.0
2020-10-29,37.0,4.0,9.0
2020-10-28,30.0,1.0,9.0
2020-10-27,24.0,1.0,4.0
2020-10-26,23.0,1.0,12.0
2020-10-25,22.0,2.0,1.0
2020-10-24,21.0,1.0,4.0
2020-10-23,15.0,1.0,2.0
2020-10-22,16.0,2.0,5.0
2020-10-21,15.0,2.0,2.0
2020-10-20,15.0,2.0,3.0
2020-10-19,16.0,2.0,1.0
2020-10-18,16.0,2.0,0.0
2020-10-17,16.0,1.0,0.0
2020-10-16,16.0,1.0,1.0
2020-10-15,15.0,1.0,0.0
2020-10-14,15.0,1.0,4.0
2020-10-13,13.0,1.0,0.0
2020-10-12,13.0,1.0,3.0
2020-10-11,10.0,0.0,2.0
2020-10-10,9.0,0.0,4.0
2020-10-09,9.0,0.0,1.0
2020-10-08,3.0,0.0,1.0
2020-10-07,2.0,0.0,7.0
2020-10-06,1.0,0.0,1.0
2020-10-05,1.0,0.0,1.0
2020-10-04,1.0,0.0,0.0
2020-10-03,1.0,0.0,0.0
2020-10-02,0.0,0.0,0.0
2020-10-01,0.0,0.0,1.0
2020-09-30,0.0,0.0,0.0
2020-09-29,0.0,0.0,0.0
2020-09-28,0.0,0.0,1.0
2020-09-27,0.0,0.0,0.0
2020-09-26,0.0,0.0,0.0
2020-09-25,0.0,0.0,0.0
2020-09-24,0.0,0.0,0.0
2020-09-23,0.0,0.0,1.0
2020-09-22,0.0,0.0,0.0
2020-09-21,0.0,0.0,0.0
2020-09-20,0.0,0.0,0.0
2020-09-19,0.0,0.0,0.0
2020-09-18,1.0,0.0,0.0
2020-09-17,2.0,1.0,0.0
2020-09-16,2.0,1.0,0.0
2020-09-15,1.0,1.0,1.0
2020-09-14,1.0,1.0,0.0
2020-09-13,1.0,1.0,0.0
2020-09-12,1.0,1.0,0.0
2020-09-11,1.0,1.0,0.0
2020-09-10,1.0,1.0,0.0
2020-09-09,2.0,1.0,0.0
2020-09-08,2.0,1.0,0.0
2020-09-07,1.0,1.0,1.0
2020-09-06,1.0,1.0,0.0
2020-09-05,2.0,2.0,0.0
2020-09-04,2.0,2.0,0.0
2020-09-03,2.0,2.0,1.0
2020-09-02,2.0,2.0,0.0
2020-09-01,2.0,2.0,0.0
2020-08-31,2.0,2.0,0.0
2020-08-30,2.0,2.0,0.0
2020-08-29,2.0,2.0,0.0
2020-08-28,3.0,2.0,0.0
2020-08-27,3.0,2.0,0.0
2020-08-26,3.0,2.0,0.0
2020-08-25,3.0,2.0,0.0
2020-08-24,4.0,2.0,0.0
2020-08-23,4.0,2.0,1.0
2020-08-22,2.0,2.0,1.0
2020-08-21,4.0,4.0,0.0
2020-08-20,4.0,3.0,0.0
2020-08-19,4.0,3.0,1.0
2020-08-18,3.0,3.0,0.0
2020-08-17,3.0,3.0,0.0
2020-08-16,3.0,2.0,0.0
2020-08-15,3.0,2.0,0.0
2020-08-14,4.0,3.0,0.0
2020-08-13,3.0,3.0,0.0
2020-08-12,1.0,1.0,0.0
2020-08-11,5.0,2.0,0.0
2020-08-10,3.0,2.0,0.0
2020-08-09,3.0,2.0,0.0
2020-08-08,5.0,2.0,0.0
2020-08-07,5.0,2.0,0.0
2020-08-06,4.0,2.0,0.0
2020-08-05,3.0,1.0,0.0
2020-08-04,3.0,1.0,1.0
2020-08-03,3.0,1.0,0.0
2020-08-02,4.0,1.0,0.0
2020-08-01,4.0,1.0,0.0
2020-07-31,3.0,1.0,0.0
2020-07-30,3.0,1.0,0.0
2020-07-29,3.0,1.0,0.0
2020-07-28,3.0,1.0,0.0
2020-07-27,4.0,0.0,0.0
2020-07-26,5.0,0.0,0.0
2020-07-25,2.0,0.0,1.0
2020-07-24,3.0,1.0,1.0
2020-07-23,5.0,1.0,0.0
2020-07-22,4.0,1.0,0.0
2020-07-21,5.0,1.0,0.0
2020-07-20,4.0,1.0,0.0
2020-07-19,4.0,1.0,0.0
2020-07-18,3.0,0.0,0.0
2020-07-17,2.0,0.0,0.0
2020-07-16,3.0,0.0,2.0
2020-07-15,3.0,0.0,0.0
2020-07-14,3.0,0.0,0.0
2020-07-13,3.0,0.0,0.0
2020-07-12,4.0,0.0,0.0
2020-07-11,4.0,0.0,0.0
2020-07-10,6.0,0.0,0.0
2020-07-09,6.0,0.0,1.0
2020-07-08,6.0,0.0,0.0
2020-07-07,6.0,0.0,0.0
2020-07-06,7.0,0.0,0.0
2020-07-05,12.0,0.0,0.0
2020-07-04,10.0,1.0,0.0
2020-07-03,8.0,2.0,0.0
2020-07-02,10.0,2.0,0.0
2020-07-01,11.0,2.0,0.0
2020-06-30,19.0,3.0,0.0
2020-06-29,21.0,3.0,0.0
2020-06-28,22.0,2.0,0.0
2020-06-27,24.0,2.0,2.0
2020-06-26,27.0,2.0,0.0
2020-06-25,23.0,2.0,1.0
2020-06-24,25.0,2.0,0.0
2020-06-23,34.0,2.0,0.0
2020-06-22,32.0,2.0,1.0
2020-06-21,33.0,3.0,1.0
2020-06-20,34.0,3.0,2.0
2020-06-19,35.0,3.0,1.0
2020-06-18,37.0,4.0,0.0
2020-06-17,39.0,4.0,1.0
2020-06-16,40.0,3.0,2.0
2020-06-15,42.0,2.0,6.0
2020-06-14,45.0,4.0,5.0
2020-06-13,44.0,2.0,7.0
2020-06-12,46.0,3.0,2.0
2020-06-11,44.0,4.0,3.0
2020-06-10,39.0,4.0,4.0
2020-06-09,40.0,4.0,7.0
2020-06-08,38.0,5.0,2.0
2020-06-07,35.0,5.0,4.0
2020-06-06,41.0,5.0,3.0
2020-06-05,38.0,5.0,2.0
2020-06-04,38.0,4.0,4.0
2020-06-03,36.0,4.0,4.0
2020-06-02,32.0,4.0,6.0
2020-06-01,30.0,4.0,4.0
2020-05-31,31.0,4.0,3.0
2020-05-30,29.0,4.0,1.0
2020-05-29,31.0,4.0,3.0
2020-05-28,34.0,3.0,7.0
2020-05-27,33.0,3.0,5.0
2020-05-26,33.0,4.0,6.0
2020-05-25,25.0,4.0,8.0
2020-05-24,25.0,5.0,11.0
2020-05-23,26.0,5.0,0.0
2020-05-22,29.0,5.0,1.0
2020-05-21,31.0,5.0,0.0
2020-05-20,31.0,7.0,1.0
2020-05-19,28.0,7.0,2.0
2020-05-18,28.0,7.0,3.0
2020-05-17,25.0,7.0,2.0
2020-05-16,23.0,7.0,1.0
2020-05-15,27.0,7.0,2.0
2020-05-14,38.0,18.0,4.0
2020-05-13,28.0,8.0,5.0
2020-05-12,38.0,8.0,3.0
2020-05-11,37.0,8.0,0.0
2020-05-10,37.0,8.0,5.0
2020-05-09,38.0,9.0,1.0
2020-05-08,41.0,9.0,1.0
2020-05-07,46.0,10.0,2.0
2020-05-06,50.0,10.0,1.0
2020-05-05,48.0,10.0,9.0
2020-05-04,47.0,11.0,6.0
2020-05-03,48.0,13.0,6.0
2020-05-02,49.0,12.0,5.0
2020-05-01,50.0,13.0,7.0
2020-04-30,52.0,12.0,10.0
2020-04-29,55.0,11.0,7.0
2020-04-28,77.0,15.0,5.0
2020-04-27,50.0,15.0,2.0
2020-04-26,71.0,15.0,0.0
2020-04-25,73.0,14.0,1.0
2020-04-24,74.0,14.0,3.0
2020-04-23,85.0,16.0,3.0
2020-04-22,86.0,18.0,1.0
2020-04-21,92.0,16.0,11.0
2020-04-20,99.0,20.0,9.0
2020-04-19,90.0,20.0,4.0
2020-04-18,96.0,20.0,2.0
2020-04-17,94.0,18.0,7.0
2020-04-16,100.0,9.0,9.0
2020-04-15,103.0,7.0,4.0
2020-04-14,108.0,7.0,12.0
2020-04-13,109.0,7.0,9.0
2020-04-12,107.0,8.0,4.0
2020-04-11,112.0,9.0,3.0
2020-04-10,120.0,6.0,7.0
2020-04-09,118.0,6.0,10.0
2020-04-08,122.0,5.0,2.0
2020-04-07,118.0,5.0,14.0
2020-04-06,118.0,12.0,16.0
2020-04-05,112.0,4.0,18.0
2020-04-04,113.0,5.0,17.0
2020-04-03,174.0,12.0,17.0
2020-04-02,156.0,8.0,22.0
2020-04-01,132.0,,32.0
2020-03-31,124.0,,50.0
2020-03-30,106.0,,10.0
2020-03-29,104.0,,18.0
2020-03-28,72.0,,12.0
2020-03-27,68.0,,18.0
2020-03-26,50.0,,24.0
2020-03-25,40.0,,2.0
2020-03-24,26.0,,12.0
2020-03-23,25.0,,0.0
2020-03-22,38.0,,0.0
2020-03-21,18.0,,2.0
2020-03-20,12.0,,2.0
2020-03-19,,,12.0
