date,covidOccupiedBeds,covidOccupiedMVBeds,estimatedNewAdmissions
2021-12-21,22.0,1.0,
2021-12-20,21.0,2.0,
2021-12-19,29.0,3.0,2.0
2021-12-18,30.0,3.0,4.0
2021-12-17,28.0,2.0,4.0
2021-12-16,23.0,2.0,8.0
2021-12-15,22.0,2.0,5.0
2021-12-14,24.0,1.0,6.0
2021-12-13,32.0,2.0,2.0
2021-12-12,37.0,3.0,3.0
2021-12-11,30.0,4.0,0.0
2021-12-10,32.0,5.0,8.0
2021-12-09,35.0,4.0,3.0
2021-12-08,32.0,4.0,2.0
2021-12-07,37.0,4.0,6.0
2021-12-06,36.0,3.0,2.0
2021-12-05,32.0,3.0,6.0
2021-12-04,34.0,3.0,6.0
2021-12-03,34.0,3.0,2.0
2021-12-02,34.0,3.0,5.0
2021-12-01,31.0,5.0,5.0
2021-11-30,35.0,4.0,2.0
2021-11-29,37.0,4.0,2.0
2021-11-28,39.0,4.0,4.0
2021-11-27,38.0,5.0,4.0
2021-11-26,37.0,5.0,3.0
2021-11-25,35.0,6.0,10.0
2021-11-24,36.0,8.0,2.0
2021-11-23,37.0,7.0,5.0
2021-11-22,37.0,7.0,8.0
2021-11-21,35.0,5.0,5.0
2021-11-20,36.0,5.0,5.0
2021-11-19,29.0,3.0,1.0
2021-11-18,26.0,2.0,11.0
2021-11-17,23.0,1.0,2.0
2021-11-16,23.0,2.0,7.0
2021-11-15,23.0,4.0,0.0
2021-11-14,19.0,4.0,5.0
2021-11-13,24.0,3.0,2.0
2021-11-12,25.0,2.0,2.0
2021-11-11,23.0,2.0,3.0
2021-11-10,27.0,2.0,4.0
2021-11-09,31.0,3.0,2.0
2021-11-08,30.0,2.0,5.0
2021-11-07,25.0,2.0,2.0
2021-11-06,30.0,2.0,7.0
2021-11-05,26.0,2.0,4.0
2021-11-04,27.0,1.0,4.0
2021-11-03,27.0,1.0,3.0
2021-11-02,26.0,1.0,8.0
2021-11-01,27.0,2.0,5.0
2021-10-31,26.0,2.0,3.0
2021-10-30,33.0,2.0,3.0
2021-10-29,33.0,2.0,3.0
2021-10-28,35.0,2.0,5.0
2021-10-27,31.0,2.0,12.0
2021-10-26,35.0,3.0,2.0
2021-10-25,41.0,5.0,4.0
2021-10-24,39.0,5.0,4.0
2021-10-23,33.0,5.0,4.0
2021-10-22,28.0,5.0,7.0
2021-10-21,28.0,5.0,7.0
2021-10-20,27.0,5.0,2.0
2021-10-19,23.0,4.0,5.0
2021-10-18,22.0,3.0,3.0
2021-10-17,23.0,2.0,4.0
2021-10-16,23.0,2.0,2.0
2021-10-15,20.0,2.0,1.0
2021-10-14,20.0,2.0,3.0
2021-10-13,29.0,2.0,2.0
2021-10-12,27.0,2.0,1.0
2021-10-11,22.0,1.0,7.0
2021-10-10,14.0,0.0,9.0
2021-10-09,15.0,0.0,4.0
2021-10-08,15.0,0.0,0.0
2021-10-07,17.0,0.0,3.0
2021-10-06,18.0,0.0,3.0
2021-10-05,18.0,0.0,3.0
2021-10-04,18.0,0.0,5.0
2021-10-03,16.0,0.0,2.0
2021-10-02,14.0,0.0,1.0
2021-10-01,21.0,0.0,2.0
2021-09-30,25.0,0.0,2.0
2021-09-29,29.0,2.0,0.0
2021-09-28,31.0,2.0,4.0
2021-09-27,34.0,2.0,5.0
2021-09-26,35.0,2.0,2.0
2021-09-25,32.0,2.0,3.0
2021-09-24,33.0,3.0,2.0
2021-09-23,33.0,3.0,1.0
2021-09-22,29.0,3.0,1.0
2021-09-21,28.0,3.0,5.0
2021-09-20,32.0,3.0,4.0
2021-09-19,29.0,3.0,5.0
2021-09-18,32.0,5.0,2.0
2021-09-17,34.0,3.0,1.0
2021-09-16,38.0,3.0,3.0
2021-09-15,34.0,4.0,4.0
2021-09-14,34.0,4.0,8.0
2021-09-13,33.0,4.0,4.0
2021-09-12,31.0,3.0,0.0
2021-09-11,31.0,3.0,6.0
2021-09-10,26.0,3.0,2.0
2021-09-09,28.0,3.0,8.0
2021-09-08,23.0,2.0,4.0
2021-09-07,33.0,5.0,7.0
2021-09-06,30.0,4.0,9.0
2021-09-05,31.0,3.0,0.0
2021-09-04,32.0,3.0,3.0
2021-09-03,32.0,3.0,1.0
2021-09-02,41.0,4.0,7.0
2021-09-01,36.0,4.0,7.0
2021-08-31,43.0,5.0,6.0
2021-08-30,35.0,5.0,3.0
2021-08-29,32.0,5.0,6.0
2021-08-28,29.0,4.0,6.0
2021-08-27,33.0,4.0,5.0
2021-08-26,33.0,5.0,3.0
2021-08-25,35.0,6.0,6.0
2021-08-24,29.0,4.0,6.0
2021-08-23,29.0,3.0,8.0
2021-08-22,29.0,3.0,2.0
2021-08-21,24.0,3.0,6.0
2021-08-20,26.0,3.0,4.0
2021-08-19,24.0,5.0,2.0
2021-08-18,29.0,4.0,5.0
2021-08-17,28.0,4.0,1.0
2021-08-16,28.0,3.0,4.0
2021-08-15,24.0,3.0,5.0
2021-08-14,23.0,3.0,2.0
2021-08-13,25.0,3.0,4.0
2021-08-12,22.0,3.0,5.0
2021-08-11,19.0,3.0,5.0
2021-08-10,22.0,3.0,5.0
2021-08-09,19.0,4.0,6.0
2021-08-08,17.0,4.0,4.0
2021-08-07,22.0,5.0,3.0
2021-08-06,22.0,5.0,1.0
2021-08-05,24.0,5.0,6.0
2021-08-04,24.0,4.0,5.0
2021-08-03,25.0,5.0,5.0
2021-08-02,23.0,4.0,3.0
2021-08-01,20.0,3.0,6.0
2021-07-31,16.0,4.0,3.0
2021-07-30,19.0,4.0,1.0
2021-07-29,20.0,4.0,4.0
2021-07-28,16.0,3.0,4.0
2021-07-27,17.0,3.0,2.0
2021-07-26,14.0,3.0,6.0
2021-07-25,15.0,3.0,1.0
2021-07-24,17.0,3.0,2.0
2021-07-23,21.0,2.0,0.0
2021-07-22,17.0,1.0,4.0
2021-07-21,13.0,1.0,6.0
2021-07-20,13.0,1.0,6.0
2021-07-19,13.0,1.0,4.0
2021-07-18,4.0,0.0,3.0
2021-07-17,4.0,0.0,3.0
2021-07-16,16.0,2.0,0.0
2021-07-15,12.0,1.0,2.0
2021-07-14,5.0,1.0,5.0
2021-07-13,6.0,1.0,4.0
2021-07-12,7.0,0.0,3.0
2021-07-11,8.0,0.0,1.0
2021-07-10,6.0,0.0,4.0
2021-07-09,6.0,0.0,1.0
2021-07-08,6.0,0.0,4.0
2021-07-07,2.0,0.0,3.0
2021-07-06,2.0,1.0,3.0
2021-07-05,1.0,1.0,2.0
2021-07-04,2.0,1.0,0.0
2021-07-03,2.0,1.0,0.0
2021-07-02,3.0,1.0,0.0
2021-07-01,2.0,1.0,0.0
2021-06-30,4.0,1.0,1.0
2021-06-29,3.0,1.0,0.0
2021-06-28,1.0,0.0,1.0
2021-06-27,5.0,0.0,3.0
2021-06-26,4.0,0.0,0.0
2021-06-25,5.0,0.0,1.0
2021-06-24,6.0,0.0,0.0
2021-06-23,4.0,0.0,0.0
2021-06-22,4.0,0.0,3.0
2021-06-21,2.0,1.0,0.0
2021-06-20,2.0,1.0,2.0
2021-06-19,1.0,1.0,0.0
2021-06-18,2.0,1.0,1.0
2021-06-17,2.0,1.0,0.0
2021-06-16,6.0,1.0,0.0
2021-06-15,6.0,1.0,0.0
2021-06-14,6.0,1.0,0.0
2021-06-13,6.0,1.0,1.0
2021-06-12,7.0,1.0,0.0
2021-06-11,6.0,2.0,1.0
2021-06-10,8.0,2.0,1.0
2021-06-09,4.0,1.0,2.0
2021-06-08,5.0,1.0,2.0
2021-06-07,5.0,0.0,0.0
2021-06-06,4.0,0.0,1.0
2021-06-05,3.0,0.0,3.0
2021-06-04,2.0,1.0,1.0
2021-06-03,6.0,1.0,0.0
2021-06-02,4.0,1.0,1.0
2021-06-01,6.0,1.0,2.0
2021-05-31,4.0,0.0,0.0
2021-05-30,5.0,0.0,1.0
2021-05-29,5.0,0.0,0.0
2021-05-28,4.0,0.0,1.0
2021-05-27,5.0,0.0,1.0
2021-05-26,4.0,0.0,0.0
2021-05-25,3.0,0.0,1.0
2021-05-24,2.0,0.0,2.0
2021-05-23,2.0,0.0,0.0
2021-05-22,2.0,0.0,0.0
2021-05-21,2.0,0.0,0.0
2021-05-20,1.0,0.0,1.0
2021-05-19,1.0,0.0,1.0
2021-05-18,2.0,0.0,0.0
2021-05-17,2.0,0.0,0.0
2021-05-16,0.0,0.0,2.0
2021-05-15,1.0,0.0,0.0
2021-05-14,1.0,0.0,0.0
2021-05-13,1.0,0.0,0.0
2021-05-12,1.0,0.0,0.0
2021-05-11,1.0,0.0,1.0
2021-05-10,1.0,0.0,1.0
2021-05-09,1.0,0.0,1.0
2021-05-08,1.0,1.0,0.0
2021-05-07,1.0,1.0,1.0
2021-05-06,2.0,1.0,0.0
2021-05-05,2.0,1.0,0.0
2021-05-04,1.0,1.0,0.0
2021-05-03,1.0,0.0,1.0
2021-05-02,2.0,0.0,0.0
2021-05-01,2.0,0.0,0.0
2021-04-30,4.0,0.0,0.0
2021-04-29,5.0,0.0,0.0
2021-04-28,3.0,0.0,1.0
2021-04-27,2.0,0.0,1.0
2021-04-26,2.0,0.0,1.0
2021-04-25,3.0,0.0,0.0
2021-04-24,3.0,0.0,0.0
2021-04-23,4.0,0.0,0.0
2021-04-22,4.0,0.0,0.0
2021-04-21,6.0,0.0,0.0
2021-04-20,7.0,0.0,1.0
2021-04-19,8.0,1.0,0.0
2021-04-18,6.0,1.0,1.0
2021-04-17,5.0,1.0,1.0
2021-04-16,4.0,1.0,0.0
2021-04-15,6.0,1.0,1.0
2021-04-14,7.0,1.0,0.0
2021-04-13,8.0,1.0,0.0
2021-04-12,8.0,2.0,1.0
2021-04-11,10.0,2.0,0.0
2021-04-10,11.0,2.0,1.0
2021-04-09,11.0,2.0,0.0
2021-04-08,12.0,2.0,1.0
2021-04-07,9.0,2.0,1.0
2021-04-06,8.0,2.0,2.0
2021-04-05,11.0,2.0,1.0
2021-04-04,12.0,2.0,2.0
2021-04-03,11.0,2.0,0.0
2021-04-02,12.0,2.0,0.0
2021-04-01,12.0,3.0,1.0
2021-03-31,12.0,3.0,0.0
2021-03-30,14.0,3.0,3.0
2021-03-29,13.0,3.0,1.0
2021-03-28,14.0,4.0,3.0
2021-03-27,13.0,4.0,0.0
2021-03-26,15.0,4.0,2.0
2021-03-25,15.0,4.0,2.0
2021-03-24,17.0,4.0,1.0
2021-03-23,23.0,4.0,0.0
2021-03-22,22.0,6.0,0.0
2021-03-21,23.0,7.0,4.0
2021-03-20,25.0,7.0,1.0
2021-03-19,24.0,7.0,2.0
2021-03-18,30.0,7.0,1.0
2021-03-17,33.0,7.0,2.0
2021-03-16,35.0,6.0,2.0
2021-03-15,34.0,7.0,4.0
2021-03-14,34.0,8.0,3.0
2021-03-13,34.0,9.0,0.0
2021-03-12,30.0,9.0,5.0
2021-03-11,32.0,9.0,3.0
2021-03-10,43.0,10.0,3.0
2021-03-09,48.0,12.0,2.0
2021-03-08,49.0,14.0,1.0
2021-03-07,48.0,14.0,4.0
2021-03-06,46.0,14.0,2.0
2021-03-05,46.0,15.0,5.0
2021-03-04,41.0,16.0,2.0
2021-03-03,45.0,17.0,3.0
2021-03-02,43.0,19.0,3.0
