msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02003207,E06000058,7366,388358,10,3648,0.0027412280701754384,20.19188596491228,female,0-4,299,0.040591908770024436,0.00011127167974239154
E02003207,E06000058,7366,388358,10,3648,0.0027412280701754384,20.19188596491228,male,0-4,293,0.0397773554167798,0.00010903880322582181
E02003539,E06000044,12620,208037,18,5001,0.003599280143971206,45.42291541691662,female,0-4,375,0.029714738510301108,0.0001069516683034233
E02003539,E06000044,12620,208037,18,5001,0.003599280143971206,45.42291541691662,male,0-4,407,0.03225039619651347,0.00011607821066531544
E02004133,E07000040,8382,136518,46,3646,0.012616566099835436,105.75205704882062,female,0-4,189,0.022548317823908374,0.0002844823422654375
E02004133,E07000040,8382,136518,46,3646,0.012616566099835436,105.75205704882062,male,0-4,199,0.023741350513004057,0.0002995343180466776
E02004135,E07000040,8255,136518,38,3428,0.011085180863477246,91.50816802800468,female,0-4,127,0.015384615384615385,0.0001705412440534961
E02004135,E07000040,8255,136518,38,3428,0.011085180863477246,91.50816802800468,male,0-4,141,0.017080557238037555,0.00018934106623262167
E02006080,E07000189,7217,164834,74,2568,0.02881619937694704,207.96651090342678,female,0-4,193,0.026742413745323542,0.0007706147263060522
E02006080,E07000189,7217,164834,74,2568,0.02881619937694704,207.96651090342678,male,0-4,186,0.025772481640570874,0.0007426649693933975
E02006643,E06000054,16462,484560,12,6408,0.0018726591760299626,30.827715355805243,female,0-4,784,0.04762483294860892,8.918508042810659e-05
E02006643,E06000054,16462,484560,12,6408,0.0018726591760299626,30.827715355805243,male,0-4,794,0.048232292552545256,9.03226452294855e-05
E02004273,E06000059,7057,369485,8,2883,0.002774887270204648,19.5823794658342,female,0-4,99,0.014028624061215814,3.892785032595439e-05
E02004273,E06000059,7057,369485,8,2883,0.002774887270204648,19.5823794658342,male,0-4,111,0.015729063341363186,4.364637763819129e-05
E02006081,E07000189,5295,164834,9,440,0.020454545454545454,108.30681818181819,female,0-4,116,0.021907459867799812,0.0004481071336595416
E02006081,E07000189,5295,164834,9,440,0.020454545454545454,108.30681818181819,male,0-4,102,0.019263456090651557,0.0003940252382178728
E02006106,E07000246,8880,147319,40,377,0.10610079575596817,942.1750663129974,female,0-4,295,0.03322072072072072,0.0035247449040552493
E02006106,E07000246,8880,147319,40,377,0.10610079575596817,942.1750663129974,male,0-4,291,0.03277027027027027,0.003476951752813822
