date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-24,58.0,0.0,10.0,33.0,33.0,76074.0,1663,288
2022-01-23,112.0,0.0,7.0,21.0,16.0,76074.0,1567,206
2022-01-22,71.0,0.0,8.0,35.0,57.0,76074.0,1238,254
2022-01-21,90.0,0.0,5.0,15.0,46.0,76074.0,1575,303
2022-01-20,89.0,0.0,28.0,49.0,94.0,76074.0,2004,654
2022-01-19,93.0,1.0,13.0,13.0,52.0,76074.0,2321,685
2022-01-18,117.0,1.0,25.0,22.0,64.0,76074.0,2119,689
2022-01-17,146.0,2.0,9.0,17.0,53.0,76074.0,2387,650
2022-01-16,121.0,0.0,9.0,17.0,16.0,76074.0,1937,393
2022-01-15,88.0,1.0,19.0,42.0,44.0,76074.0,1587,484
2022-01-14,90.0,0.0,25.0,34.0,88.0,76074.0,2051,680
2022-01-13,112.0,0.0,17.0,33.0,114.0,76074.0,2528,746
2022-01-12,116.0,0.0,7.0,15.0,31.0,76074.0,2489,689
2022-01-11,144.0,0.0,18.0,31.0,124.0,76074.0,2843,1297
2022-01-10,172.0,0.0,12.0,26.0,91.0,76074.0,3036,1228
2022-01-09,106.0,1.0,24.0,23.0,122.0,76074.0,2821,1014
2022-01-08,127.0,1.0,39.0,79.0,229.0,76074.0,2280,1065
2022-01-07,148.0,1.0,18.0,40.0,205.0,76074.0,2416,908
2022-01-06,212.0,0.0,15.0,30.0,189.0,76074.0,3016,1156
2022-01-05,267.0,0.0,22.0,34.0,200.0,76074.0,3798,1112
2022-01-04,388.0,0.0,29.0,58.0,288.0,76074.0,3940,1157
2022-01-03,289.0,0.0,9.0,11.0,57.0,76074.0,2601,811
2022-01-02,240.0,0.0,3.0,6.0,18.0,76074.0,2520,1081
2022-01-01,175.0,0.0,3.0,16.0,45.0,76074.0,1843,732
2021-12-31,263.0,0.0,11.0,28.0,85.0,76074.0,2865,925
2021-12-30,283.0,0.0,26.0,43.0,403.0,76074.0,2225,674
2021-12-29,315.0,0.0,44.0,47.0,511.0,76074.0,2431,727
2021-12-28,274.0,1.0,14.0,11.0,52.0,76074.0,2297,964
2021-12-27,196.0,0.0,7.0,3.0,44.0,76074.0,2018,768
2021-12-26,147.0,0.0,2.0,2.0,3.0,76074.0,1889,692
2021-12-25,83.0,1.0,0.0,0.0,16.0,76074.0,1879,643
2021-12-24,166.0,0.0,0.0,2.0,16.0,76074.0,2526,938
2021-12-23,156.0,0.0,20.0,22.0,193.0,76074.0,2386,808
2021-12-22,162.0,0.0,19.0,35.0,695.0,76074.0,2287,694
2021-12-21,136.0,0.0,41.0,68.0,751.0,76074.0,2069,755
2021-12-20,107.0,0.0,48.0,76.0,936.0,76074.0,2118,658
2021-12-19,66.0,0.0,42.0,49.0,1600.0,76074.0,1911,682
2021-12-18,47.0,0.0,17.0,41.0,1377.0,76074.0,1988,723
2021-12-17,67.0,0.0,22.0,56.0,843.0,76074.0,2262,864
2021-12-16,60.0,0.0,25.0,48.0,845.0,76074.0,2296,841
2021-12-15,66.0,0.0,21.0,32.0,906.0,76074.0,2372,910
2021-12-14,60.0,0.0,21.0,63.0,758.0,76074.0,1989,833
2021-12-13,68.0,0.0,21.0,33.0,786.0,76074.0,2140,870
2021-12-12,55.0,0.0,33.0,42.0,666.0,76074.0,1796,681
2021-12-11,50.0,0.0,35.0,34.0,888.0,76074.0,1399,576
2021-12-10,55.0,0.0,19.0,22.0,575.0,76074.0,1862,807
2021-12-09,38.0,0.0,11.0,30.0,455.0,76074.0,1719,721
2021-12-08,35.0,0.0,22.0,50.0,861.0,76074.0,1755,672
2021-12-07,47.0,0.0,15.0,23.0,472.0,76074.0,1754,836
2021-12-06,55.0,0.0,18.0,23.0,457.0,76074.0,1819,751
2021-12-05,31.0,0.0,23.0,36.0,416.0,76074.0,1578,677
2021-12-04,28.0,0.0,29.0,32.0,1249.0,76074.0,1164,582
2021-12-03,29.0,0.0,9.0,15.0,174.0,76074.0,1605,804
2021-12-02,30.0,0.0,11.0,33.0,419.0,76074.0,1659,762
2021-12-01,43.0,0.0,22.0,41.0,549.0,76074.0,1810,757
2021-11-30,45.0,0.0,11.0,16.0,357.0,76074.0,1664,777
2021-11-29,54.0,0.0,25.0,46.0,594.0,76074.0,1769,701
2021-11-28,32.0,0.0,10.0,28.0,655.0,76074.0,1492,557
2021-11-27,34.0,0.0,26.0,31.0,1388.0,76074.0,1059,574
2021-11-26,41.0,0.0,105.0,7.0,301.0,76074.0,1412,628
2021-11-25,43.0,0.0,17.0,18.0,331.0,76074.0,1496,645
2021-11-24,53.0,0.0,20.0,15.0,527.0,76074.0,1868,863
2021-11-23,40.0,1.0,11.0,14.0,300.0,76074.0,1564,720
2021-11-22,52.0,0.0,15.0,22.0,538.0,76074.0,1532,559
2021-11-21,42.0,0.0,5.0,9.0,395.0,76074.0,1420,559
2021-11-20,32.0,0.0,10.0,28.0,754.0,76074.0,1055,566
2021-11-19,38.0,0.0,3.0,6.0,368.0,76074.0,1183,481
2021-11-18,41.0,0.0,21.0,15.0,447.0,76074.0,1471,637
2021-11-17,52.0,0.0,38.0,8.0,695.0,76074.0,1557,648
2021-11-16,42.0,0.0,6.0,9.0,305.0,76074.0,1508,754
2021-11-15,53.0,0.0,17.0,27.0,562.0,76074.0,1605,634
2021-11-14,28.0,0.0,15.0,18.0,428.0,76074.0,1415,580
2021-11-13,45.0,0.0,30.0,21.0,1962.0,76074.0,1070,617
2021-11-12,44.0,0.0,24.0,14.0,156.0,76074.0,1303,531
2021-11-11,60.0,1.0,17.0,18.0,380.0,76074.0,1669,808
2021-11-10,50.0,0.0,17.0,27.0,1035.0,76074.0,1627,666
2021-11-09,45.0,1.0,16.0,19.0,274.0,76074.0,1531,823
2021-11-08,45.0,1.0,11.0,20.0,544.0,76074.0,1728,709
2021-11-07,29.0,0.0,14.0,18.0,881.0,76074.0,1298,432
2021-11-06,25.0,3.0,16.0,15.0,1070.0,76074.0,1039,576
2021-11-05,29.0,1.0,12.0,12.0,252.0,76074.0,1470,783
2021-11-04,44.0,0.0,9.0,13.0,446.0,76074.0,1492,678
2021-11-03,58.0,1.0,18.0,26.0,880.0,76074.0,1667,651
2021-11-02,41.0,0.0,8.0,13.0,228.0,76074.0,1567,778
2021-11-01,37.0,0.0,340.0,21.0,552.0,76074.0,1713,722
2021-10-31,45.0,0.0,17.0,20.0,257.0,76074.0,1397,471
2021-10-30,35.0,1.0,15.0,11.0,714.0,76074.0,991,490
2021-10-29,57.0,0.0,13.0,10.0,494.0,76074.0,1388,703
2021-10-28,63.0,0.0,47.0,15.0,574.0,76074.0,1649,899
2021-10-27,84.0,1.0,53.0,21.0,737.0,76074.0,1607,803
2021-10-26,68.0,1.0,12.0,14.0,261.0,76074.0,1627,853
2021-10-25,91.0,1.0,13.0,19.0,663.0,76074.0,1637,741
2021-10-24,79.0,0.0,9.0,8.0,334.0,76074.0,1261,557
2021-10-23,61.0,0.0,8.0,16.0,404.0,76074.0,1267,779
2021-10-22,57.0,0.0,81.0,11.0,256.0,76074.0,1445,677
2021-10-21,68.0,0.0,22.0,20.0,537.0,76074.0,1764,946
2021-10-20,69.0,0.0,13.0,21.0,769.0,76074.0,1848,830
2021-10-19,90.0,0.0,37.0,8.0,302.0,76074.0,1717,936
2021-10-18,66.0,0.0,28.0,17.0,486.0,76074.0,1783,800
2021-10-17,62.0,0.0,7.0,11.0,29.0,76074.0,1671,670
2021-10-16,60.0,0.0,5.0,14.0,1003.0,76074.0,1235,723
2021-10-15,61.0,0.0,5.0,15.0,248.0,76074.0,1548,829
2021-10-14,55.0,0.0,17.0,27.0,350.0,76074.0,1536,710
2021-10-13,58.0,0.0,22.0,30.0,657.0,76074.0,1788,805
2021-10-12,45.0,0.0,276.0,12.0,217.0,76074.0,1562,757
2021-10-11,70.0,0.0,254.0,32.0,377.0,76074.0,1974,898
2021-10-10,46.0,0.0,10.0,21.0,480.0,76074.0,1479,561
2021-10-09,42.0,0.0,4.0,21.0,927.0,76074.0,1082,598
2021-10-08,38.0,1.0,153.0,22.0,202.0,76074.0,1783,1027
2021-10-07,50.0,0.0,24.0,34.0,398.0,76074.0,1392,580
2021-10-06,44.0,0.0,16.0,31.0,305.0,76074.0,1770,790
2021-10-05,39.0,2.0,54.0,38.0,348.0,76074.0,1480,734
2021-10-04,47.0,0.0,25.0,39.0,339.0,76074.0,1788,804
2021-10-03,38.0,1.0,0.0,5.0,2.0,76074.0,1633,593
2021-10-02,30.0,0.0,4.0,14.0,130.0,76074.0,928,458
2021-10-01,31.0,0.0,3.0,20.0,326.0,76074.0,1734,886
2021-09-30,37.0,0.0,4.0,17.0,330.0,76074.0,1572,728
2021-09-29,44.0,0.0,6.0,17.0,281.0,76074.0,1961,996
2021-09-28,38.0,0.0,24.0,32.0,399.0,76074.0,1685,897
2021-09-27,53.0,0.0,14.0,32.0,529.0,76074.0,1846,788
2021-09-26,43.0,0.0,4.0,20.0,13.0,76074.0,1711,636
2021-09-25,41.0,0.0,16.0,20.0,33.0,76074.0,1203,598
2021-09-24,48.0,0.0,10.0,26.0,92.0,76074.0,1887,990
2021-09-23,62.0,1.0,11.0,23.0,31.0,76074.0,1910,870
2021-09-22,74.0,0.0,8.0,33.0,1.0,76074.0,1934,760
2021-09-21,57.0,1.0,14.0,23.0,1.0,76074.0,1591,771
2021-09-20,56.0,0.0,15.0,46.0,7.0,76074.0,1960,758
2021-09-19,42.0,0.0,5.0,10.0,165.0,76074.0,2083,862
2021-09-18,38.0,1.0,9.0,37.0,447.0,76074.0,1150,577
2021-09-17,49.0,1.0,23.0,57.0,4.0,76074.0,1673,753
2021-09-16,54.0,0.0,11.0,41.0,1.0,76074.0,1853,785
2021-09-15,47.0,1.0,29.0,62.0,0.0,76074.0,1814,605
2021-09-14,44.0,0.0,14.0,38.0,0.0,76074.0,1830,901
2021-09-13,59.0,0.0,22.0,76.0,0.0,76074.0,2025,743
2021-09-12,35.0,0.0,1.0,14.0,1.0,76074.0,1839,633
2021-09-11,41.0,0.0,9.0,19.0,1.0,76074.0,1295,680
2021-09-10,34.0,0.0,26.0,73.0,0.0,76074.0,2253,933
2021-09-09,62.0,0.0,41.0,62.0,0.0,76074.0,1942,569
2021-09-08,59.0,0.0,18.0,80.0,0.0,76074.0,1894,641
2021-09-07,50.0,0.0,18.0,59.0,0.0,76074.0,2258,644
2021-09-06,60.0,0.0,36.0,61.0,0.0,76074.0,2792,837
2021-09-05,63.0,0.0,3.0,10.0,0.0,76074.0,1527,482
2021-09-04,47.0,1.0,8.0,42.0,0.0,76074.0,1058,510
2021-09-03,50.0,0.0,26.0,104.0,1.0,76074.0,2017,707
2021-09-02,69.0,0.0,24.0,65.0,2.0,76074.0,2129,745
2021-09-01,54.0,1.0,32.0,68.0,0.0,76074.0,1929,862
2021-08-31,43.0,0.0,39.0,106.0,0.0,76074.0,1808,779
2021-08-30,32.0,0.0,2.0,12.0,0.0,76074.0,1426,447
2021-08-29,31.0,0.0,10.0,19.0,0.0,76074.0,1278,492
2021-08-28,23.0,1.0,48.0,67.0,0.0,76074.0,1128,436
2021-08-27,38.0,0.0,61.0,173.0,0.0,76074.0,1661,666
2021-08-26,31.0,1.0,35.0,192.0,0.0,76074.0,1726,725
2021-08-25,43.0,0.0,62.0,218.0,0.0,76074.0,2125,749
2021-08-24,53.0,0.0,20.0,106.0,0.0,76074.0,1354,540
2021-08-23,52.0,0.0,46.0,253.0,1.0,76074.0,1548,701
2021-08-22,16.0,0.0,11.0,27.0,0.0,76074.0,1171,539
2021-08-21,27.0,0.0,165.0,179.0,0.0,76074.0,1003,518
2021-08-20,40.0,0.0,51.0,198.0,0.0,76074.0,1179,493
2021-08-19,42.0,0.0,44.0,262.0,1.0,76074.0,1657,843
2021-08-18,49.0,0.0,14.0,164.0,0.0,76074.0,1484,687
2021-08-17,38.0,0.0,7.0,24.0,0.0,76074.0,1516,811
2021-08-16,54.0,0.0,30.0,96.0,0.0,76074.0,1528,625
2021-08-15,25.0,1.0,7.0,21.0,0.0,76074.0,1248,549
2021-08-14,29.0,1.0,164.0,260.0,0.0,76074.0,847,367
2021-08-13,41.0,0.0,29.0,132.0,0.0,76074.0,1462,787
2021-08-12,34.0,0.0,25.0,165.0,0.0,76074.0,1485,693
2021-08-11,29.0,0.0,36.0,166.0,0.0,76074.0,1365,561
2021-08-10,42.0,0.0,26.0,63.0,0.0,76074.0,1379,676
2021-08-09,40.0,0.0,18.0,78.0,0.0,76074.0,2697,1772
2021-08-08,20.0,0.0,6.0,38.0,0.0,76074.0,1240,529
2021-08-07,17.0,1.0,24.0,89.0,0.0,76074.0,1059,558
2021-08-06,38.0,0.0,28.0,173.0,2.0,76074.0,1486,753
2021-08-05,41.0,1.0,56.0,150.0,2.0,76074.0,1302,524
2021-08-04,34.0,0.0,7.0,102.0,1.0,76074.0,1613,722
2021-08-03,37.0,0.0,6.0,46.0,0.0,76074.0,1320,584
2021-08-02,57.0,0.0,26.0,74.0,0.0,76074.0,1537,569
2021-08-01,32.0,0.0,9.0,27.0,0.0,76074.0,1118,391
2021-07-31,21.0,0.0,34.0,154.0,0.0,76074.0,1002,447
2021-07-30,36.0,1.0,27.0,78.0,0.0,76074.0,1565,812
2021-07-29,41.0,0.0,31.0,296.0,0.0,76074.0,1537,682
2021-07-28,36.0,0.0,22.0,73.0,0.0,76074.0,1749,831
2021-07-27,41.0,0.0,17.0,67.0,0.0,76074.0,1538,756
2021-07-26,35.0,0.0,37.0,113.0,0.0,76074.0,1650,598
2021-07-25,40.0,0.0,13.0,36.0,0.0,76074.0,1514,682
2021-07-24,50.0,0.0,47.0,268.0,0.0,76074.0,1273,574
