msoa,ltla,ppln_msoa,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02004796,E07000091,9787,13,3911,0.0033239580669905395,32.531577601636414,female,0-4,174,0.01777868601205681,5.909560679026809e-05
E02004796,E07000091,9787,13,3911,0.0033239580669905395,32.531577601636414,male,0-4,163,0.01665474609175437,5.53596776253661e-05
E02004799,E07000091,8175,12,4032,0.002976190476190476,24.330357142857142,female,0-4,171,0.02091743119266055,6.225425950196593e-05
E02004799,E07000091,8175,12,4032,0.002976190476190476,24.330357142857142,male,0-4,187,0.02287461773700306,6.807921945536624e-05
E02004801,E07000091,7834,17,3018,0.005632869449966865,44.12789927104043,female,0-4,93,0.011871330099565994,6.686965264831739e-05
E02004801,E07000091,7834,17,3018,0.005632869449966865,44.12789927104043,male,0-4,95,0.012126627521062036,6.830770969451776e-05
E02004794,E07000091,6914,8,3087,0.0025915127955944283,17.917719468739875,female,0-4,115,0.016632918715649408,4.3104421679687485e-05
E02004794,E07000091,6914,8,3087,0.0025915127955944283,17.917719468739875,male,0-4,126,0.01822389354932022,4.7227453318614106e-05
E02004795,E07000091,9030,17,2762,0.006154960173787111,55.57929036929761,female,0-4,159,0.01760797342192691,0.00010837637515306208
E02004795,E07000091,9030,17,2762,0.006154960173787111,55.57929036929761,male,0-4,128,0.014174972314507199,8.724639006032671e-05
E02004284,E06000059,9665,9,4891,0.0018401144960130853,17.78470660396647,female,0-4,247,0.025556130367304707,4.702620595087761e-05
E02004284,E06000059,9665,9,4891,0.0018401144960130853,17.78470660396647,male,0-4,214,0.02214174857734092,4.074335252424214e-05
E02004779,E07000091,10821,27,4595,0.0058759521218716,63.58367791077258,female,0-4,211,0.019499122077442012,0.00011457590774557874
E02004779,E07000091,10821,27,4595,0.0058759521218716,63.58367791077258,male,0-4,226,0.020885315590056373,0.00012272111445734975
E02004257,E06000059,8726,10,3706,0.002698327037236913,23.545601726929306,female,0-4,270,0.03094201237680495,8.3491668582852e-05
E02004257,E06000059,8726,10,3706,0.002698327037236913,23.545601726929306,male,0-4,305,0.034953013981205594,9.43146626584069e-05
E02004797,E07000091,8107,18,2860,0.006293706293706294,51.02307692307693,female,0-4,204,0.025163439003330457,0.00015837129442655533
E02004797,E07000091,8107,18,2860,0.006293706293706294,51.02307692307693,male,0-4,233,0.02874059454792155,0.00018088486079111466
E02004262,E06000059,7910,8,3502,0.002284408909194746,18.06967447173044,female,0-4,153,0.019342604298356512,4.418641758619421e-05
E02004262,E06000059,7910,8,3502,0.002284408909194746,18.06967447173044,male,0-4,173,0.021871049304677623,4.996241988504312e-05
E02004279,E06000059,7986,9,3483,0.002583979328165375,20.635658914728683,female,0-4,168,0.021036814425244178,5.435869360528211e-05
E02004279,E06000059,7986,9,3483,0.002583979328165375,20.635658914728683,male,0-4,176,0.02203856749311295,5.694720282458126e-05
E02004793,E07000091,7570,13,2408,0.005398671096345515,40.86794019933555,female,0-4,136,0.01796565389696169,9.699065642047424e-05
E02004793,E07000091,7570,13,2408,0.005398671096345515,40.86794019933555,male,0-4,116,0.015323645970937912,8.272732459393391e-05
E02003579,E06000045,8854,29,3404,0.008519388954171562,75.43066980023501,female,0-4,311,0.035125367065733,0.0002992466641910273
E02003579,E06000045,8854,29,3404,0.008519388954171562,75.43066980023501,male,0-4,345,0.03896543934944658,0.00033196173358811715
E02003554,E06000045,6216,31,2366,0.013102282333051564,81.44378698224853,female,0-4,170,0.02734877734877735,0.00035833140228744623
E02003554,E06000045,6216,31,2366,0.013102282333051564,81.44378698224853,male,0-4,197,0.031692406692406694,0.00041524286029780534
E02004728,E07000087,9174,46,3118,0.014753046824887749,135.3444515715202,female,0-4,282,0.030739045127534337,0.0004534945721188517
E02004728,E07000087,9174,46,3118,0.014753046824887749,135.3444515715202,male,0-4,275,0.02997601918465228,0.00044223761465490857
E02004718,E07000086,9215,2295,3712,0.6182650862068966,5697.312769396552,female,0-4,324,0.03516006511123169,0.021738240687035757
E02004718,E07000086,9215,2295,3712,0.6182650862068966,5697.312769396552,male,0-4,346,0.03754747693977211,0.023214294067019664
E02004822,E07000093,7778,1478,2981,0.4958067762495807,3856.385105669239,female,0-4,134,0.01722807919773721,0.008541798408002548
E02004822,E07000093,7778,1478,2981,0.4958067762495807,3856.385105669239,male,0-4,180,0.023142195937258934,0.011474057562988495
E02003567,E06000045,7866,23,3060,0.007516339869281046,59.12352941176471,female,0-4,314,0.03991863717264175,0.00030004204410809157
E02003567,E06000045,7866,23,3060,0.007516339869281046,59.12352941176471,male,0-4,316,0.04017289600813628,0.0003019531399304361
E02003552,E06000045,6056,19,2563,0.0074131876706984,44.894264533749514,female,0-4,175,0.028896961690885074,0.00021421860012751324
E02003552,E06000045,6056,19,2563,0.0074131876706984,44.894264533749514,male,0-4,204,0.03368560105680317,0.00024971768243435826
E02004819,E07000093,8003,2739,3296,0.8310072815533981,6650.551274271845,female,0-4,210,0.026240159940022493,0.02180576397928447
E02004819,E07000093,8003,2739,3296,0.8310072815533981,6650.551274271845,male,0-4,196,0.024490815944020992,0.020352046380665505
E02003562,E06000045,8647,33,2923,0.01128977078344167,97.62264796442012,female,0-4,298,0.034462819474962415,0.0003890773324234553
E02003562,E06000045,8647,33,2923,0.01128977078344167,97.62264796442012,male,0-4,313,0.03619752515323234,0.00040866176190785744
E02004816,E07000093,14756,5124,6224,0.8232647814910026,12148.095115681233,female,0-4,687,0.04655733261046354,0.03832901225835719
