msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02002441,E08000036,8832,331720,14,4043,0.0034627751669552313,30.5832302745486,female,0-4,248,0.028079710144927536,9.723372298515595e-05
E02002441,E08000036,8832,331720,14,4043,0.0034627751669552313,30.5832302745486,male,0-4,316,0.035778985507246376,0.00012389458251334387
E02002452,E08000036,8132,331720,22,3527,0.0062375956903884325,50.724128154238734,female,0-4,282,0.03467781603541564,0.00021630619585459148
E02002452,E08000036,8132,331720,22,3527,0.0062375956903884325,50.724128154238734,male,0-4,247,0.030373831775700934,0.00018945968218469537
E02002461,E08000036,10699,331720,14,4324,0.0032377428307123032,34.640610545790935,female,0-4,360,0.033648004486400596,0.00010894358529361894
E02002461,E08000036,10699,331720,14,4324,0.0032377428307123032,34.640610545790935,male,0-4,419,0.03916253855500514,0.00012679822843896207
E02002327,E08000034,9996,429998,10,3952,0.0025303643724696357,25.293522267206477,female,0-4,287,0.028711484593837534,7.265051769695733e-05
E02002327,E08000034,9996,429998,10,3952,0.0025303643724696357,25.293522267206477,male,0-4,259,0.025910364145658265,6.556266231188832e-05
E02002454,E08000036,7984,331720,9,3646,0.0024684585847504115,19.708173340647285,female,0-4,248,0.031062124248496994,7.667556726178632e-05
E02002454,E08000036,7984,331720,9,3646,0.0024684585847504115,19.708173340647285,male,0-4,230,0.028807615230460923,7.111040512181797e-05
E02005818,E07000169,8280,85622,338,3230,0.10464396284829722,866.452012383901,female,0-4,179,0.021618357487922707,0.0022622305978073918
E02005818,E07000169,8280,85622,338,3230,0.10464396284829722,866.452012383901,male,0-4,216,0.02608695652173913,0.0027298425090860143
E02005817,E07000169,7229,85622,10,2781,0.003595828838547285,25.994246673858324,female,0-4,193,0.026698021856411677,9.600151692345083e-05
E02005817,E07000169,7229,85622,10,2781,0.003595828838547285,25.994246673858324,male,0-4,204,0.028219670770507677,0.00010147310597090139
E02005816,E07000169,8563,85622,67,3245,0.020647149460708784,176.8015408320493,female,0-4,187,0.02183814083849118,0.0004508953578363357
E02005816,E07000169,8563,85622,67,3245,0.020647149460708784,176.8015408320493,male,0-4,227,0.026509400910895715,0.0005473435627211135
E02005815,E07000169,8140,85622,14,3208,0.004364089775561097,35.52369077306733,female,0-4,195,0.023955773955773956,0.00010454514818604594
E02005815,E07000169,8140,85622,14,3208,0.004364089775561097,35.52369077306733,male,0-4,194,0.023832923832923833,0.00010400901922098929
E02005814,E07000169,6388,85622,9,2858,0.0031490552834149755,20.116165150454865,female,0-4,175,0.027395115842204134,8.626873428265823e-05
E02005814,E07000169,6388,85622,9,2858,0.0031490552834149755,20.116165150454865,male,0-4,156,0.024420788979336257,7.690241456054105e-05
E02005813,E07000169,11815,85622,22,4917,0.0044742729306487695,52.86353467561521,female,0-4,495,0.04189589504866695,0.00018745366912155232
E02005813,E07000169,11815,85622,22,4917,0.0044742729306487695,52.86353467561521,male,0-4,496,0.04198053322048244,0.000187832363402606
E02002725,E06000011,6700,337242,412,2740,0.15036496350364964,1007.4452554744526,female,0-4,146,0.021791044776119404,0.0032766096524675893
E02002725,E06000011,6700,337242,412,2740,0.15036496350364964,1007.4452554744526,male,0-4,137,0.02044776119402985,0.0030746268656716416
E02002442,E08000036,7004,331720,8,2520,0.0031746031746031746,22.234920634920634,female,0-4,213,0.030411193603655053,9.654347175763509e-05
E02002442,E08000036,7004,331720,8,2520,0.0031746031746031746,22.234920634920634,male,0-4,184,0.026270702455739578,8.339905541504628e-05
E02002479,E08000036,8414,331720,87,3557,0.024458813606972166,205.7964576890638,female,0-4,236,0.028048490610886618,0.0006860328038085846
E02002479,E08000036,8414,331720,87,3557,0.024458813606972166,205.7964576890638,male,0-4,267,0.03173282624197766,0.0007761472822749666
E02002440,E08000036,7897,331720,12,3340,0.003592814371257485,28.37245508982036,female,0-4,266,0.03368367734582753,0.00012101920004488932
E02002440,E08000036,7897,331720,12,3340,0.003592814371257485,28.37245508982036,male,0-4,245,0.03102443966063062,0.00011146505267292439
E02002478,E08000036,5948,331720,361,2343,0.15407597097737943,916.4438753734529,female,0-4,205,0.034465366509751176,0.005310284810081167
E02002478,E08000036,5948,331720,361,2343,0.15407597097737943,916.4438753734529,male,0-4,156,0.026227303295225286,0.0040409972213300595
E02001547,E08000017,10584,304398,3989,4684,0.8516225448334757,9013.573014517506,female,0-4,374,0.035336356764928196,0.030093238073291752
E02001547,E08000017,10584,304398,3989,4684,0.8516225448334757,9013.573014517506,male,0-4,378,0.03571428571428571,0.030415090886909843
E02002460,E08000036,6903,331720,22,2919,0.0075368276807125725,52.02672147995889,female,0-4,126,0.018252933507170794,0.00013756921451105086
E02002460,E08000036,6903,331720,22,2919,0.0075368276807125725,52.02672147995889,male,0-4,167,0.024192380124583513,0.0001823338001852817
E02002482,E08000036,6855,331720,324,3074,0.10540013012361743,722.5178919973974,female,0-4,241,0.035156819839533185,0.0037055333858193725
E02002482,E08000036,6855,331720,324,3074,0.10540013012361743,722.5178919973974,male,0-4,261,0.038074398249452954,0.004013046529870773
E02002471,E08000036,10454,331720,126,3975,0.03169811320754717,331.3720754716981,female,0-4,257,0.024583891333460877,0.0007792629705700805
E02002471,E08000036,10454,331720,126,3975,0.03169811320754717,331.3720754716981,male,0-4,264,0.02525349148651234,0.0008004880320252967
E02001540,E08000017,11585,304398,4197,5139,0.8166958552247519,9461.421482778751,female,0-4,351,0.0302977988778593,0.02474408676598083
E02001540,E08000017,11585,304398,4197,5139,0.8166958552247519,9461.421482778751,male,0-4,345,0.029779887785930083,0.02432111092382731
E02002447,E08000036,6256,331720,25,2659,0.009402030838661151,58.81910492666416,female,0-4,191,0.0305306905370844,0.0002870504939552877
E02002447,E08000036,6256,331720,25,2659,0.009402030838661151,58.81910492666416,male,0-4,187,0.029891304347826088,0.000281038965286067
E02002448,E08000036,7637,331720,25,3277,0.007628928898382667,58.262129996948424,female,0-4,256,0.03352101610580071,0.0002557294484726938
E02002448,E08000036,7637,331720,25,3277,0.007628928898382667,58.262129996948424,male,0-4,268,0.03509231373576011,0.00026771676636985135
E02002724,E06000011,9419,337242,248,4140,0.05990338164251208,564.2299516908213,female,0-4,392,0.041618006157766216,0.0024930593060690873
E02002724,E06000011,9419,337242,248,4140,0.05990338164251208,564.2299516908213,male,0-4,417,0.044272215734154366,0.002652055435282677
E02002720,E06000011,7338,337242,129,3152,0.04092639593908629,300.3178934010152,female,0-4,183,0.024938675388389207,0.0010206501031415633
E02002720,E06000011,7338,337242,129,3152,0.04092639593908629,300.3178934010152,male,0-4,207,0.028209321340964842,0.0011545058543732437
E02002721,E06000011,6475,337242,98,2859,0.03427771948233648,221.9482336481287,female,0-4,133,0.02054054054054054,0.0007040828866642087
E02002721,E06000011,6475,337242,98,2859,0.03427771948233648,221.9482336481287,male,0-4,159,0.024555984555984556,0.0008417231502226256
E02002723,E06000011,8537,337242,258,3896,0.0662217659137577,565.3352156057495,female,0-4,270,0.03162703525828745,0.002094398125420473
E02002723,E06000011,8537,337242,258,3896,0.0662217659137577,565.3352156057495,male,0-4,337,0.03947522548904767,0.0026141191417285163
