msoa,ltla,ppln_msoa,ppln_ltla,patients_from_msoa_to_trust,total_patients_of_msoa,tfp_msoa,etc_msoa,sex,ag,ag_ppln_msoa,agf_ppln_msoa,ag_trust_factor
E02006902,E08000003,7355,552858,518,1804,0.28713968957871394,2111.912416851441,female,0-4,96,0.013052345343303875,0.003747846390150447
E02006902,E08000003,7355,552858,518,1804,0.28713968957871394,2111.912416851441,male,0-4,112,0.015227736233854521,0.004372487455175522
E02001240,E08000008,6147,226493,324,3103,0.1044150821785369,641.8395101514664,female,0-4,166,0.027005043110460387,0.002819733795613653
E02001240,E08000008,6147,226493,324,3103,0.1044150821785369,641.8395101514664,male,0-4,195,0.0317227916056613,0.003312337892437725
E02001056,E08000003,8317,552858,1641,4482,0.36613119143239625,3045.1131191432396,female,0-4,393,0.04725261512564627,0.017300656274249336
E02001056,E08000003,8317,552858,1641,4482,0.36613119143239625,3045.1131191432396,male,0-4,306,0.036792112540579534,0.013470739999797192
E02003856,E06000049,10869,384152,16,4960,0.0032258064516129032,35.061290322580646,female,0-4,282,0.025945349158156224,8.369467470372975e-05
E02003856,E06000049,10869,384152,16,4960,0.0032258064516129032,35.061290322580646,male,0-4,324,0.029809550096605023,9.615983902130653e-05
E02001199,E08000007,7935,293423,20,3318,0.006027727546714889,47.830018083182644,female,0-4,233,0.029363579080025206,0.00017699565449080896
E02001199,E08000007,7935,293423,20,3318,0.006027727546714889,47.830018083182644,male,0-4,266,0.03352236925015753,0.00020206370856032266
E02001252,E08000008,7303,226493,41,3632,0.011288546255506607,82.44025330396475,female,0-4,194,0.026564425578529373,0.0002998737468941917
E02001252,E08000008,7303,226493,41,3632,0.011288546255506607,82.44025330396475,male,0-4,175,0.023962755032178557,0.00027050466859012133
E02001166,E08000006,7309,258834,1127,3494,0.32255294791070405,2357.5394962793357,female,0-4,417,0.057052948419756465,0.018402596699789792
E02001166,E08000006,7309,258834,1127,3494,0.32255294791070405,2357.5394962793357,male,0-4,433,0.05924203037351211,0.0191086915371918
E02001220,E08000007,5705,293423,8,2521,0.0031733439111463705,18.103927013090043,female,0-4,151,0.02646801051709027,8.399210001456651e-05
E02001220,E08000007,5705,293423,8,2521,0.0031733439111463705,18.103927013090043,male,0-4,171,0.02997370727432077,9.511688147344949e-05
E02001239,E08000008,9439,226493,326,4869,0.06695420004107619,631.9806941877182,female,0-4,309,0.03273651869901473,0.0021918474216222634
E02001239,E08000008,9439,226493,326,4869,0.06695420004107619,631.9806941877182,male,0-4,333,0.035279160928064414,0.0023620879980589438
E02006915,E08000003,9485,552858,2226,3813,0.5837922895357985,5537.269866247049,female,0-4,408,0.0430152872957301,0.025111993055414422
